Numéro séquentiel,Date du compte,Numéro du fournisseur,Numéro de G/L comptes à payer,Numéro de facture du fournisseur,Description de la transaction,Montant total du compte,Solde à payer,Numéro de G/L (1),Montant applicable (G/L 1),Numéro de G/L (2),Montant applicable (G/L 2),Numéro de G/L (3),Montant applicable (G/L 3),Numéro de G/L (4),Montant applicable (G/L 4),Numéro de G/L (5),Montant applicable (G/L 5),Numéro de G/L (6),Montant applicable (G/L 6),Numéro de G/L (7),Montant applicable (G/L 7),Numéro de G/L (8),Montant applicable (G/L 8),Numéro de G/L (9),Montant applicable (G/L 9),Numéro de G/L (10),Montant applicable (G/L 10),Information - Ligne 1,Information - Ligne 2,Information - Ligne 3,Code d'identification,Nombre de postes supplémentaires ds GLSUP,Numéro de projet,Montant total de retenue,Solde de la retenue à payer,Numéro de G/L retenues à payer,Montant payé de TVQ sur retenues (taux 1),Montant payé de TVQ sur retenues (taux 2),Montant payé de TPS sur retenues,Calcul automatique de la taxe féd. (T/F),Calcul automatique de la taxe prov. (T/F),Conditions de paiement,Devise étrangère,No. de commande,Plusieurs commandes (T/F),Dénonciation de contrat,Niveau de taxe provinciale (1-21),Nom du fournisseur,PEXPORTGB,HASDOC,ACONECTID,ACONDATE,ACONTIME,PTOTSNAPX
046074,2019/12/04,COOPPLUS--,21300,463177,,-9.53,0.00,21340,-0.41,21370,-0.83,33200,-8.29,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046075,2019/12/04,COOPPLUS--,21300,463013,,91.20,0.00,21340,3.97,21370,7.91,33200,79.32,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046078,2019/12/04,COOPPLUS--,21300,463350,,68.88,0.00,21340,3.00,21370,5.98,33200,59.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046079,2019/12/04,COOPPLUS--,21300,463026,,45.20,0.00,21340,1.97,21370,3.92,33200,39.31,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019037,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046080,2019/12/04,COOPPLUS--,21300,463185,,26.08,0.00,21340,1.13,21370,2.26,33200,22.69,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046081,2019/12/04,COOPPLUS--,21300,463176,,432.47,0.00,21340,18.81,21370,37.52,33200,376.14,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046097,2019/12/04,F-DAIGLE--,21300,166655,BUTOIR,114.87,0.00,21340,5.00,21370,9.97,33200,99.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046101,2019/12/04,F-DAIGLE--,21300,166661,CT-051119-03,529.80,0.00,21340,23.04,21370,45.96,33200,460.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019042,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046122,2019/12/04,H-MATTEAU-,21300,1175809,,83.01,0.00,21340,3.61,21370,7.20,33200,72.20,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
046132,2019/12/04,POMPAGE-BC,21300,21498,43444,914.05,0.00,21340,39.75,21370,79.30,33500,795.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,POMPAGE B.C.G. 2011 INC.,FALSE,FALSE,0,,,0.00
046235,2019/12/04,ELENCO----,21300,F000175,,2069.55,0.00,21340,90.00,21370,179.55,42120,1800.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ELENCO (9366-0587 QC INC.),FALSE,FALSE,0,,,0.00
046278,2019/12/04,BETON-CRET,21300,42657,,2454.15,0.00,21340,106.73,21370,212.92,33200,2134.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BETON CRETE INC.,FALSE,FALSE,0,,,0.00
046487,2019/12/04,JY-MARTEL-,21300,106373,35075,569.13,0.00,21340,24.75,21370,49.38,33200,495.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.Y. MARTEL TRANSPORT INC.,FALSE,FALSE,0,,,0.00
046061,2019/12/05,COOPPLUS--,21300,463460,,20.63,0.00,21340,0.90,21370,1.79,33200,17.94,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046069,2019/12/05,H-MATTEAU-,21300,1045305,,57.89,0.00,21340,2.52,21370,5.02,33200,50.35,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
046070,2019/12/05,LOC-ST-TIT,21300,33104,,24.44,0.00,21340,1.06,21370,2.12,33200,21.26,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046073,2019/12/05,LOC-ST-TIT,21300,33078,,29.60,0.00,21340,1.29,21370,2.57,33200,25.74,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019042,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046082,2019/12/05,COOPPLUS--,21300,463918,,8.60,0.00,21340,0.37,21370,0.75,33200,7.48,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046093,2019/12/05,PIEUXXTREM,21300,71377,CT-021219-07,2207.52,0.00,21340,96.00,21370,191.52,33200,1920.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019047,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIEUX XTRÆME,FALSE,FALSE,0,,,0.00
046095,2019/12/05,COOPPLUS--,21300,463859,,2078.58,0.00,21340,90.39,21370,180.33,33200,1807.86,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046102,2019/12/05,COOPPLUS--,21300,463659,CD-041219-11,679.47,0.00,21340,29.55,21370,58.95,33200,590.97,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019042,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046110,2019/12/05,F-DAIGLE--,21300,166689,BC-30-CRÉDIT,-332.28,0.00,21340,-14.45,21370,-28.83,33200,-289.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019027,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046135,2019/12/05,CENTRE-ENT,21300,BK57064,STOUGHTON,539.71,0.00,21340,23.47,21370,46.82,42130,469.42,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,KENWORTH MAURICIE,FALSE,FALSE,0,,,0.00
046144,2019/12/05,C.C.Q.----,21300,2319108,,30.00,0.00,33200,30.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018012,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,COMMISSION DE LA CONSTRUCTION DU QUEBEC,FALSE,FALSE,0,,,0.00
046169,2019/12/05,BELL-ENVIR,21300,511017199,,540.38,0.00,21340,23.50,21370,46.88,33200,470.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BELLEMARE ENVIRONNEMENT,FALSE,FALSE,0,,,0.00
046239,2019/12/05,P-NAUD----,21300,2542370-3,,140.20,0.00,21340,6.10,21370,12.16,33200,121.94,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
046240,2019/12/05,P-NAUD----,21300,2542467-3,,-32.40,0.00,21340,-1.41,21370,-2.81,33200,-28.18,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
046241,2019/12/05,P-NAUD----,21300,2542372-3,,16.05,0.00,21340,0.70,21370,1.39,33200,13.96,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
046253,2019/12/05,JOVANEX---,21300,20189,,3210.68,0.00,21340,139.63,21370,278.55,33500,2792.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EXCAVATION JOVANEX INC. (LES),FALSE,FALSE,0,,,0.00
046254,2019/12/05,JOVANEX---,21300,20213,,-229.95,0.00,21340,-10.00,21370,-19.95,33500,-200.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EXCAVATION JOVANEX INC. (LES),FALSE,FALSE,0,,,0.00
046260,2019/12/05,ALARME-MAU,21300,38495,,220.75,0.00,21340,9.60,21370,19.15,33500,192.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ALARMES MAURICIENNES,FALSE,FALSE,0,,,0.00
046120,2019/12/06,H-MATTEAU-,21300,1176148,,4.87,0.00,21340,0.21,21370,0.42,33200,4.24,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
046146,2019/12/06,BEAVER-BOB,21300,09-88787,,8.33,0.00,21340,0.36,21370,0.72,42130,7.25,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EQUIPEMENTS BEAVER ET BOB INC. (LES),FALSE,FALSE,0,,,0.00
046167,2019/12/06,GOULET-AND,21300,134,,1440.00,0.00,42101,1440.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,"GOULET, ANDRE",FALSE,FALSE,0,,,0.00
046236,2019/12/06,SEVIGNY-EP,21300,6712,CD-061219-82,704.80,0.00,21340,30.65,21370,61.15,33500,613.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019008,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,SEVIGNY DIVISION EPOXY,FALSE,FALSE,0,,,0.00
046376,2019/12/06,COOPPLUS--,21300,464157,,-901.56,0.00,21340,-39.21,21370,-78.22,33200,-784.13,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046493,2019/12/06,BEAVER-BOB,21300,88787,,8.33,0.00,21340,0.36,21370,0.72,42130,7.25,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EQUIPEMENTS BEAVER ET BOB INC. (LES),FALSE,FALSE,0,,,0.00
046157,2019/12/07,CENTRE-TAP,21300,40473,pd,781.96,0.00,21340,34.01,21370,67.84,33200,680.11,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CENTRE DU TAPIS ET DECORATION,FALSE,FALSE,0,,,0.00
046166,2019/12/07,VAL-MAURIC,21300,48111,,8986.45,0.00,21340,390.80,21370,779.65,33500,7816.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VAL-MAURICIE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046112,2019/12/09,COOPPLUS--,21300,465551,,514.89,0.00,21340,22.39,21370,44.67,33200,447.83,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046113,2019/12/09,QUALITECK-,21300,2018938,ME-26,-7318.43,0.00,21340,-318.26,21370,-634.93,33500,-6365.24,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019008,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,QUALITECK ÉLECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046115,2019/12/09,DIST-VITHE,21300,309243,,6.25,0.00,42120,6.25,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,DISTRIBUTION VITHEMON (1996) INC.,FALSE,FALSE,0,,,0.00
046127,2019/12/09,LOC-ST-TIT,21300,33164,,320.78,0.00,21340,13.95,21370,27.83,33200,279.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046129,2019/12/09,NOUVEL-HOR,21300,49245,,574.88,0.00,21340,25.00,21370,49.88,33200,500.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019004,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 101  000,,,FALSE,FALSE,1,PORTES & FENETRES NOUVEL HORIZON INC.,FALSE,FALSE,0,,,0.00
046133,2019/12/09,ISOL-SG---,21300,2193,,5748.75,0.00,21340,250.00,21370,498.75,33500,5000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ISOLATION SG INC.,FALSE,FALSE,0,,,0.00
046137,2019/12/09,SPI-SECURI,21300,10742595-00,CD-101219.05,362.13,0.00,21340,15.75,21370,31.42,33200,314.96,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019050,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPI SECURITÉ INC.,FALSE,FALSE,0,,,0.00
046192,2019/12/09,SANTEL----,21300,15938,,183.96,0.00,21340,8.00,21370,15.96,42106,160.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SANTEL,FALSE,FALSE,0,,,0.00
046210,2019/12/09,COOPPLUS--,21300,465245,,144.18,0.00,21340,6.27,21370,12.51,33200,125.40,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046213,2019/12/09,COOPPLUS--,21300,465580,,66.65,0.00,21340,2.90,21370,5.78,33200,57.97,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046227,2019/12/09,CANAC-----,21300,15148,,259.47,0.00,21340,11.28,21370,22.51,33200,225.68,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,CANAC,FALSE,FALSE,0,,,0.00
046237,2019/12/09,H-MATTEAU-,21300,1176593-01,,136.37,0.00,21340,5.94,21370,11.83,33200,118.60,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
046243,2019/12/09,F-DAIGLE--,21300,166745,,77.84,0.00,21340,3.39,21370,6.75,33200,67.70,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019030,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046244,2019/12/09,POMPAGE-BC,21300,21520,,1075.02,0.00,21340,46.75,21370,93.27,33500,935.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,POMPAGE B.C.G. 2011 INC.,FALSE,FALSE,0,,,0.00
046259,2019/12/09,COGECO----,21300,120014022408,,297.41,0.00,21340,12.93,21370,25.80,42106,258.68,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COGECO CABLE QUÉBEC SENC,FALSE,FALSE,0,,,0.00
046277,2019/12/09,BETON-CRET,21300,42666,,6241.42,0.00,21340,271.43,21370,541.49,33200,5428.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BETON CRETE INC.,FALSE,FALSE,0,,,0.00
046377,2019/12/09,COOPPLUS--,21300,465243,,-1102.84,0.00,21340,-47.96,21370,-95.68,33200,-959.20,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019014,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046126,2019/12/10,F-DAIGLE--,21300,166750,,1948.83,0.00,21340,84.75,21370,169.08,33200,1695.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046138,2019/12/10,COUVRE-PLA,21300,13518,CL-011019-04,3535.48,0.00,21340,153.75,21370,306.73,33500,3075.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019037,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COUVRE-PLANCHERS & DECORATION TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
046139,2019/12/10,COUVRE-PLA,21300,13524,A-04,-459.90,0.00,21340,-20.00,21370,-39.90,33500,-400.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019037,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COUVRE-PLANCHERS & DECORATION TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
046202,2019/12/10,COOPPLUS--,21300,466302,,20.38,0.00,21340,0.89,21370,1.77,33200,17.72,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046211,2019/12/10,COOPPLUS--,21300,466270,,14.34,0.00,21340,0.62,21370,1.24,33200,12.48,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046220,2019/12/10,LOC-ST-TIT,21300,33193,,179.25,0.00,21340,7.80,21370,15.55,33200,155.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046221,2019/12/10,LOC-ST-TIT,21300,33170,,74.72,0.00,21340,3.25,21370,6.48,33200,64.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046245,2019/12/10,LOC-ST-TIT,21300,33194,,130.16,0.00,21340,5.67,21370,11.29,33200,113.20,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046209,2019/12/11,COOPPLUS--,21300,466833,,2294.90,0.00,21340,99.80,21370,199.10,33200,1996.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046218,2019/12/11,LOC-ST-TIT,21300,33240,,29.87,0.00,21340,1.30,21370,2.59,33200,25.98,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046219,2019/12/11,LOC-ST-TIT,21300,33237,,138.70,0.00,21340,6.03,21370,12.04,33200,120.63,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046233,2019/12/11,F-DAIGLE--,21300,166762,PLOMBERIE MONT-CARMEL,77.95,0.00,21340,3.39,21370,6.76,33200,67.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046495,2019/12/11,JY-MARTEL-,21300,106573,35402,121.47,0.00,21340,5.28,21370,10.54,33200,105.65,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.Y. MARTEL TRANSPORT INC.,FALSE,FALSE,0,,,0.00
046161,2019/12/12,F-DAIGLE--,21300,166781,,13797.00,0.00,21340,600.00,21370,1197.00,33200,12000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046168,2019/12/12,F-DAIGLE--,21300,166805,CL-100919-12,2196.94,0.00,21340,95.54,21370,190.60,33200,1910.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
