Numéro de produit,Numéro de fournisseur,Numéro de commande,Date de la réception,Quantité,Sous-total (sans les taxes),Montant de taxe fédérale,Montant de taxe provinciale,Prix coûtant régulier ou prix de détail sugg.,Escompte - Montant fixe,Escompte - Pourcentage,Prix coûtant,Numéro de client (facturé),Numéro de client (livré à),Numéro séquentiel de la commande client,Numéro de G/L - Achats,Code d'activité,Numéro de projet,Référence fichier Trans.dbf,Devise étrangère,Achat facturé (T/F),Code unique d identification,Niveau de taxe provinciale (1-21),ACPYBBIL
,PLOMB-MTCA,0000015,2020/02/12,0.000,368.0000,18.4000,36.7080,368.0000,0.000000,0.0000,368.0000,CIUSSS-ADM,,,33500,15401,0000020002,,,TRUE,C0LWNIQYU,1,046746
,ISOL-FLAMC,0000016,2020/02/18,0.000,182.4500,9.1225,18.1994,182.4500,0.000000,0.0000,182.4500,CIUSSS-ADM,,,33500,07000,0000020002,,,TRUE,JXTQ1CSV8,1,046745
,MULTIFORME,0000014,2020/02/24,0.000,15000.0000,750.0000,1496.2500,15000.0000,0.000000,0.0000,15000.0000,CIUSSS-ADM,,,33500,08000,0000020002,X000000017,,FALSE,ISEJ543NC,1,
,QUINC-PORT,0000013,2020/02/27,0.000,2192.0000,109.6000,218.6520,2192.0000,0.000000,0.0000,2192.0000,CIUSSS-ADM,,,33200,08000,0000020002,,,TRUE,89GP9BG0I,1,046767
,VITR-CLETE,0000082,2020/02/28,0.000,-798.0000,-39.9000,-79.6005,-798.0000,0.000000,0.0000,-798.0000,PARCS-CANA,,,33500,08500,0000019032,,,TRUE,32VAD50VU,1,046888
....................3,VITR-CLETE,0000082,2020/02/28,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,TRUE,32VAD50VU,1,046888
....................4,VITR-CLETE,0000082,2020/02/28,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,TRUE,32VAD50VU,1,046888
,PERI-TECH-,0000054,2020/03/02,0.000,225.0000,11.2500,22.4438,225.0000,0.000000,0.0000,225.0000,CIUSSS-ADM,,,33500,13930,0000019030,,,TRUE,D52LCQHH2,1,046834
,PERI-TECH-,0000008,2020/03/04,0.000,2284.0000,114.2000,227.8290,2284.0000,0.000000,0.0000,2284.0000,CIUSSS-ADM,,,33500,13910,0000020002,,,TRUE,GHLAFM5EO,1,046835
,F-DAIGLE--,0000068,2020/03/06,0.000,573.6500,28.6825,57.2216,573.6500,0.000000,0.0000,573.6500,SIX-PINTS-,,,33200,08110,0000020005,,,TRUE,6SH3LMRDC,1,046856
....................3,BEAVERBROU,0000065,2020/03/06,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PETITS-FRE,,,33200,,0000019049,,,TRUE,7UQCBUT43,1,******
....................4,BEAVERBROU,0000065,2020/03/06,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PETITS-FRE,,,33200,,0000019049,,,TRUE,7UQCBUT43,1,******
....................5,BEAVERBROU,0000065,2020/03/06,1.000,355.0000,17.7500,35.4113,355.0000,0.000000,0.0000,355.0000,PETITS-FRE,,,33500,,0000019049,,,TRUE,7UQCBUT43,1,******
,VAL-MAURIC,0000064,2020/03/09,0.000,967.5500,48.3775,96.5131,967.5500,0.000000,0.0000,967.5500,PETITS-FRE,,,33500,16000,0000019049,,,TRUE,R18V3RSZ0,1,046958
....................3,VAL-MAURIC,0000064,2020/03/09,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PETITS-FRE,,,33200,,0000019049,,,TRUE,R18V3RSZ0,1,046958
....................4,VAL-MAURIC,0000064,2020/03/09,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PETITS-FRE,,,33200,,0000019049,,,TRUE,R18V3RSZ0,1,046958
,INST-D-L--,0000067,2020/03/11,0.000,5120.0000,256.0000,510.7200,5120.0000,0.000000,0.0000,5120.0000,COOP-STE-T,,,33500,08000,0000019034,,,TRUE,RNY9FOU9O,1,046960
....................3,INST-D-L--,0000067,2020/03/11,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,TRUE,RNY9FOU9O,1,046960
....................4,INST-D-L--,0000067,2020/03/11,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,TRUE,RNY9FOU9O,1,046960
,VIS-MAURIC,0000106,2020/03/12,0.000,540.0000,27.0000,53.8650,540.0000,0.000000,0.0000,540.0000,SIX-PINTS-,,,33200,06100,0000020005,,,TRUE,J8Q1OLZOF,1,046962
,F-DAIGLE--,0000075,2020/03/16,0.000,175.0000,8.7500,17.4563,175.0000,0.000000,0.0000,175.0000,9374-4415-,,,33200,08000,0000020007,,,TRUE,DWJ5SOFLC,1,******
,PORTOMATIC,0000023,2020/03/16,0.000,2645.0000,132.2500,263.8388,2645.0000,0.000000,0.0000,2645.0000,,,,33500,08710,0000020007,,,TRUE,LHTUKPW5L,1,046957
,PORTES-RO-,0000062,2020/03/16,0.000,3398.3000,169.9150,338.9804,3398.3000,0.000000,0.0000,3398.3000,SIX-PINTS-,,,33200,08100,0000020005,,,TRUE,A8JUT716K,1,046963
....................3,PORTES-RO-,0000062,2020/03/16,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020005,,,TRUE,A8JUT716K,1,046963
....................4,PORTES-RO-,0000062,2020/03/16,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020005,,,TRUE,A8JUT716K,1,046963
,F-DAIGLE--,0000075,2020/03/17,0.000,500.7000,25.0350,49.9448,500.7000,0.000000,0.0000,500.7000,9374-4415-,,,33200,08000,0000020007,,,TRUE,XH3XBKEAX,1,******
....................3,F-DAIGLE--,0000068,2020/03/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020005,,,FALSE,OAHYQ76IM,1,046856
....................3,F-DAIGLE--,0000075,2020/03/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,9374-4415-,,,33200,,0000020007,,,TRUE,XH3XBKEAX,1,******
....................4,F-DAIGLE--,0000068,2020/03/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020005,,,FALSE,PBC0Z5OSK,1,046856
....................4,F-DAIGLE--,0000075,2020/03/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,9374-4415-,,,33200,,0000020007,,,TRUE,XH3XBKEAX,1,******
,PEINT-DUPO,0000077,2020/03/18,0.000,2269.0000,113.4500,226.3328,2269.0000,0.000000,0.0000,2269.0000,9374-4415-,,,33500,09910,0000020007,,,TRUE,2BKGEKPRD,1,046951
,MAXI-FORET,0000111,2020/03/18,0.000,527.2200,26.3610,52.5902,527.2200,0.000000,0.0000,527.2200,PARCS-CANA,,,33200,07460,0000019032,,,TRUE,Y6O9885E2,1,046961
....................3,PEINT-DUPO,0000077,2020/03/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,9374-4415-,,,33200,,0000020007,,,TRUE,2BKGEKPRD,1,046951
....................3,MAXI-FORET,0000111,2020/03/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,TRUE,Y6O9885E2,1,046961
....................4,PEINT-DUPO,0000077,2020/03/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,9374-4415-,,,33200,,0000020007,,,TRUE,2BKGEKPRD,1,046951
....................4,MAXI-FORET,0000111,2020/03/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,TRUE,Y6O9885E2,1,046961
,F-DAIGLE--,0000075,2020/03/19,0.000,374.3000,18.7150,37.3364,374.3000,0.000000,0.0000,374.3000,9374-4415-,,,33200,08000,0000020007,,,TRUE,4AE9XWJ9M,1,******
,PLOMB-MTCA,0000031,2020/03/19,0.000,8950.0000,447.5000,892.7625,8950.0000,0.000000,0.0000,8950.0000,,,,33500,15401,0000020007,,,TRUE,9ZGFJT3Q4,1,046952
,PEINT-DUPO,0000009,2020/03/19,0.000,2564.0000,128.2000,255.7590,2564.0000,0.000000,0.0000,2564.0000,CIUSSS-ADM,,,33500,09910,0000020002,,,TRUE,CIH747VN6,1,047008
,PEINT-DUPO,0000009,2020/03/19,0.000,-295.0000,-14.7500,-29.4263,-295.0000,0.000000,0.0000,-295.0000,CIUSSS-ADM,,,33500,09910,0000020002,,,TRUE,CIH747VN6,1,047008
,PEINT-DUPO,0000009,2020/03/19,0.000,365.0000,18.2500,36.4088,365.0000,0.000000,0.0000,365.0000,CIUSSS-ADM,,,33500,09910,0000020002,,,TRUE,CIH747VN6,1,047008
,ENS-PROF--,0000025,2020/03/23,0.000,318.4000,15.9200,31.7604,318.4000,0.000000,0.0000,318.4000,,,,33200,09651,0000020007,,,TRUE,NDQM4R7BE,1,046954
,EBEN-C-TOU,0000022,2020/03/23,0.000,1823.0000,91.1500,181.8443,1823.0000,0.000000,0.0000,1823.0000,,,,33500,06400,0000020007,,,TRUE,8SSHU26OX,1,046955
,COUVRE-PLA,0000066,2020/03/23,0.000,4230.0000,211.5000,421.9425,4230.0000,0.000000,0.0000,4230.0000,PETITS-FRE,,,33500,09300,0000019049,,,TRUE,2XC1VZH63,1,047079
....................3,COUVRE-PLA,0000066,2020/03/23,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PETITS-FRE,,,33200,,0000019049,,,TRUE,2XC1VZH63,1,047079
....................4,COUVRE-PLA,0000066,2020/03/23,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PETITS-FRE,,,33200,,0000019049,,,TRUE,2XC1VZH63,1,047079
,PERI-TECH-,0000030,2020/03/24,0.000,2690.0000,134.5000,268.3275,2690.0000,0.000000,0.0000,2690.0000,,,,33500,13910,0000020007,,,TRUE,O69C9G407,1,046956
,REGULVAR--,0000057,2020/03/24,0.000,867.0600,43.3530,86.4892,867.0600,0.000000,0.0000,867.0600,CIUSSS-ADM,,,33500,13400,0000019030,X000000060,,FALSE,26NIFVLL3,1,
,VAL-MAURIC,0000029,2020/03/24,0.000,6800.0000,340.0000,678.3000,6800.0000,0.000000,0.0000,6800.0000,,,,33500,16000,0000020007,,,TRUE,EMI2WV3BV,1,047004
....................3,REGULVAR--,0000057,2020/03/24,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-ADM,,,33200,,0000019030,,,FALSE,26NIFVLL3,1,
,BEAVERBROU,0000065,2020/03/25,0.000,4054.0200,202.7010,404.3885,4054.0200,0.000000,0.0000,4054.0200,PETITS-FRE,,,33500,15401,0000019049,,,TRUE,S8C5FIMOB,1,******
,VAL-MAURIC,0000011,2020/03/25,0.000,7500.0000,375.0000,748.1250,7500.0000,0.000000,0.0000,7500.0000,CIUSSS-ADM,,,33500,16000,0000020002,,,TRUE,84SAI1IPB,1,047005
,REINE-COUV,0000024,2020/03/25,0.000,2497.8300,124.8915,249.1585,2497.8300,0.000000,0.0000,2497.8300,,,,33500,09310,0000020007,,,TRUE,OQD49JUTF,1,047006
,MULTI-ENER,0000021,2020/03/25,0.000,2695.0000,134.7500,268.8263,2695.0000,0.000000,0.0000,2695.0000,,,,33500,15001,0000020007,,,TRUE,BODIVOE72,1,047009
,MULTI-ENER,0000021,2020/03/25,0.000,629.0500,31.4525,62.7477,629.0500,0.000000,0.0000,629.0500,,,,33500,15001,0000020007,,,TRUE,BODIVOE72,1,047009
....................3,PLOMB-MTCA,0000109,2020/03/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020005,,,FALSE,XQ4CB76BX,1,
....................4,PLOMB-MTCA,0000109,2020/03/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020005,,,FALSE,XQ4CB76BX,1,
,PLOMB-MTCA,0000007,2020/04/17,0.000,3415.0000,170.7500,340.6463,3415.0000,0.000000,0.0000,3415.0000,CIUSSS-ADM,,,33500,15401,0000020002,,,TRUE,65V8UVO93,1,047095
,MAXI-FORET,0000113,2020/04/28,0.000,171.5200,8.5760,17.1091,171.5200,0.000000,0.0000,171.5200,PARCS-CANA,,,33200,07460,0000019032,,,TRUE,JWKBW8FNM,1,047134
....................3,MAXI-FORET,0000113,2020/04/28,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,TRUE,JWKBW8FNM,1,047134
....................4,MAXI-FORET,0000113,2020/04/28,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,TRUE,JWKBW8FNM,1,047134
,IC2-------,0000115,2020/05/01,0.000,42988.8000,2149.4400,4288.1328,42988.8000,0.000000,0.0000,42988.8000,CONSEIL-MA,,,33200,08900,0000020006,,,TRUE,XG7RWCF1Q,1,******
....................3,IC2-------,0000115,2020/05/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,XG7RWCF1Q,1,******
....................4,IC2-------,0000115,2020/05/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,XG7RWCF1Q,1,******
,MAXI-FORET,0000117,2020/05/07,0.000,272.7500,13.6375,27.2068,272.7500,0.000000,0.0000,272.7500,PARCS-CANA,,,33200,07460,0000019032,X000000123,,FALSE,84POU94Z4,1,
....................3,MAXI-FORET,0000117,2020/05/07,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,FALSE,84POU94Z4,1,
....................4,MAXI-FORET,0000117,2020/05/07,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PARCS-CANA,,,33200,,0000019032,,,FALSE,84POU94Z4,1,
,G-DESCHENE,0000155,2020/05/15,0.000,4320.0000,216.0000,430.9200,4320.0000,0.000000,0.0000,4320.0000,COOP-STE-T,,,33500,06400,0000019034,,,TRUE,PMY3XZY5X,1,047276
....................3,G-DESCHENE,0000155,2020/05/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,TRUE,PMY3XZY5X,1,047276
....................4,G-DESCHENE,0000155,2020/05/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,TRUE,PMY3XZY5X,1,047276
,BEAVERBROU,0000065,2020/05/18,0.000,1476.9800,73.8490,147.3288,1476.9800,0.000000,0.0000,1476.9800,PETITS-FRE,,,33500,15401,0000019049,,,TRUE,0SHTDU3QE,1,******
,BEAVERBROU,0000065,2020/05/18,0.000,528.0200,26.4010,52.6700,528.0200,0.000000,0.0000,528.0200,PETITS-FRE,,,33500,15401,0000019049,,,TRUE,0SHTDU3QE,1,******
,BEAVERBROU,0000065,2020/05/18,0.000,300.0000,15.0000,29.9250,300.0000,0.000000,0.0000,300.0000,PETITS-FRE,,,33500,15401,0000019049,,,TRUE,0SHTDU3QE,1,******
,INTO------,0000069,2020/05/20,0.000,3000.0000,150.0000,299.2500,3000.0000,0.000000,0.0000,3000.0000,CIUSSS-ADM,,,33500,07330,0000020003,,,TRUE,MVYNN9D24,1,047437
....................3,INTO------,0000069,2020/05/20,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-ADM,,,33200,,0000020003,,,TRUE,MVYNN9D24,1,047437
....................4,INTO------,0000069,2020/05/20,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-ADM,,,33200,,0000020003,,,TRUE,MVYNN9D24,1,047437
,DISTRIBUTI,0000163,2020/05/21,0.000,656.7000,32.8350,65.5058,656.7000,0.000000,0.0000,656.7000,COOP-STE-T,,,33200,06400,0000019034,X000000170,,FALSE,0CX0PZ3SF,1,
....................3,DISTRIBUTI,0000163,2020/05/21,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,FALSE,0CX0PZ3SF,1,
....................4,DISTRIBUTI,0000163,2020/05/21,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,FALSE,0CX0PZ3SF,1,
,L-N-BEAUDO,0000128,2020/05/26,0.000,4475.0000,223.7500,446.3813,4475.0000,0.000000,0.0000,4475.0000,CIUSSS-MCQ,,,33500,04000,0000020010,,,TRUE,7JFHJJJZ7,1,047277
....................3,L-N-BEAUDO,0000128,2020/05/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,7JFHJJJZ7,1,047277
....................4,L-N-BEAUDO,0000128,2020/05/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,7JFHJJJZ7,1,047277
,GROUPE-SAN,0000027,2020/05/29,0.000,575.1000,28.7550,57.3662,575.1000,0.000000,0.0000,575.1000,,,,33200,10810,0000020007,,,TRUE,I38H2UIL3,1,******
,GROUPE-SAN,0000028,2020/05/29,0.000,560.0000,28.0000,55.8600,560.0000,0.000000,0.0000,560.0000,,,,33200,10810,0000020007,,,TRUE,R6TD6SKFW,1,047355
,GROUPE-SAN,0000028,2020/05/29,0.000,178.0000,8.9000,17.7555,178.0000,0.000000,0.0000,178.0000,,,,33200,10810,0000020007,,,TRUE,R6TD6SKFW,1,047355
,GROUPE-SAN,0000027,2020/06/01,0.000,74.9000,3.7450,7.4713,74.9000,0.000000,0.0000,74.9000,,,,33200,10810,0000020007,,,TRUE,IY7617III,1,******
,VAL-MAURIC,0000165,2020/06/02,0.000,4850.0000,242.5000,483.7875,4850.0000,0.000000,0.0000,4850.0000,PLACEMENT-,,,33500,16000,0000020012,,,TRUE,IO2BQ8SU9,1,******
....................3,VAL-MAURIC,0000165,2020/06/02,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,IO2BQ8SU9,1,******
....................4,VAL-MAURIC,0000165,2020/06/02,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,IO2BQ8SU9,1,******
,LOC-ST-TIT,0000166,2020/06/04,0.000,315.2500,15.7625,31.4462,315.2500,0.000000,0.0000,315.2500,CIUSSS-ADM,,,33200,00400,0000019051,,,TRUE,ZJRW74PCS,1,047352
,COF-SANSCH,0000130,2020/06/05,0.000,9350.0000,467.5000,932.6625,9350.0000,0.000000,0.0000,9350.0000,CIUSSS-MCQ,,,33200,03300,0000020010,,,TRUE,BJJK6A3H6,1,047568
....................3,COF-SANSCH,0000130,2020/06/05,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,BJJK6A3H6,1,047568
....................4,COF-SANSCH,0000130,2020/06/05,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,BJJK6A3H6,1,047568
,F-DAIGLE--,0000184,2020/06/10,0.000,1787.5000,89.3750,178.3031,1787.5000,0.000000,0.0000,1787.5000,COOP-STE-T,,,33200,06100,0000019034,,,TRUE,GWPANC7T6,1,047512
,IC2-------,0000115,2020/06/12,0.000,3560.0000,178.0000,355.1100,3560.0000,0.000000,0.0000,3560.0000,CONSEIL-MA,,,33200,08900,0000020006,,,TRUE,2M7WA30T7,1,******
,ARBOIT----,0000169,2020/06/12,0.000,8513.7000,425.6850,849.2416,8513.7000,0.000000,0.0000,8513.7000,CONSEIL-MA,,,33500,03100,0000020006,X000000176,,FALSE,CZ7YF824I,1,******
....................3,ARBOIT----,0000169,2020/06/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,FALSE,CZ7YF824I,1,******
....................4,ARBOIT----,0000169,2020/06/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,FALSE,CZ7YF824I,1,******
,L-N-BEAUDO,0000189,2020/06/15,0.000,6000.0000,300.0000,598.5000,6000.0000,0.000000,0.0000,6000.0000,PLACEMENT-,,,33500,08000,0000020012,,,TRUE,81WR5XEH3,1,047513
....................3,L-N-BEAUDO,0000189,2020/06/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,81WR5XEH3,1,047513
....................4,L-N-BEAUDO,0000189,2020/06/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,81WR5XEH3,1,047513
,F-DAIGLE--,0000185,2020/06/22,0.000,1877.0000,93.8500,187.2308,1877.0000,0.000000,0.0000,1877.0000,PLACEMENT-,,,33200,08000,0000020012,,,TRUE,XYUT0PRMB,1,047536
,ARBOIT----,0000169,2020/06/22,0.000,12671.1000,633.5550,1263.9422,12671.1000,0.000000,0.0000,12671.1000,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,LMRLIBCIF,1,******
,MORAND-EXC,0000127,2020/06/22,0.000,10250.0000,512.5000,1022.4375,10250.0000,0.000000,0.0000,10250.0000,CIUSSS-MCQ,,,33500,02800,0000020010,,,TRUE,9R8Q4KCQZ,1,******
....................3,F-DAIGLE--,0000185,2020/06/22,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,XYUT0PRMB,1,047536
....................3,MORAND-EXC,0000127,2020/06/22,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,9R8Q4KCQZ,1,******
....................4,F-DAIGLE--,0000185,2020/06/22,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,XYUT0PRMB,1,047536
....................4,MORAND-EXC,0000127,2020/06/22,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,9R8Q4KCQZ,1,******
,JEAN-CARON,0000134,2020/06/25,0.000,4503.6000,225.1800,449.2341,4503.6000,0.000000,0.0000,4503.6000,CIUSSS-MCQ,,,33500,16000,0000020010,,,TRUE,KNRQPTXTG,1,******
,SYS-MAURIC,0000164,2020/06/25,0.000,26235.0000,1311.7500,2616.9413,26235.0000,0.000000,0.0000,26235.0000,PLACEMENT-,,,33500,09200,0000020012,,,TRUE,S2TXSYJFY,1,******
....................3,JEAN-CARON,0000134,2020/06/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,KNRQPTXTG,1,******
....................3,SYS-MAURIC,0000164,2020/06/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,S2TXSYJFY,1,******
....................4,JEAN-CARON,0000134,2020/06/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,KNRQPTXTG,1,******
....................4,SYS-MAURIC,0000164,2020/06/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,S2TXSYJFY,1,******
,CAMBREK---,0000192,2020/06/26,0.000,5469.0000,273.4500,545.5328,5469.0000,0.000000,0.0000,5469.0000,UNIVER-T-R,,,33500,02800,0000019047,,,TRUE,VR8PQ7JG2,1,047620
,CHARTRAY-R,0000160,2020/06/26,0.000,13819.3500,690.9675,1378.4802,13819.3500,0.000000,0.0000,13819.3500,FIQ-------,,,33500,15000,0000020012,,,TRUE,T22W22A3H,1,******
....................3,CAMBREK---,0000192,2020/06/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,UNIVER-T-R,,,33200,,0000019047,,,TRUE,VR8PQ7JG2,1,047620
....................3,CHARTRAY-R,0000160,2020/06/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,FIQ-------,,,33200,,0000020012,,,TRUE,T22W22A3H,1,******
....................4,CAMBREK---,0000192,2020/06/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,UNIVER-T-R,,,33200,,0000019047,,,TRUE,VR8PQ7JG2,1,047620
....................4,CHARTRAY-R,0000160,2020/06/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,FIQ-------,,,33200,,0000020012,,,TRUE,T22W22A3H,1,******
,ARBOIT----,0000169,2020/06/29,0.000,9096.7500,454.8375,907.4008,9096.7500,0.000000,0.0000,9096.7500,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,66XP3RO46,1,******
....................3,F-DAIGLE--,0000218,2020/06/29,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,F3U010S77,1,047623
....................4,F-DAIGLE--,0000218,2020/06/29,1.000,30.0000,1.5000,2.9925,30.0000,0.000000,0.0000,30.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,F3U010S77,1,047623
................00400,F-DAIGLE--,0000218,2020/06/29,34.000,510.0000,25.5000,50.8725,15.0000,0.000000,0.0000,15.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,F3U010S77,1,047623
,ACIER-ATR-,0000131,2020/06/30,0.000,11700.0000,585.0000,1167.0750,11700.0000,0.000000,0.0000,11700.0000,CIUSSS-MCQ,,,33200,03300,0000020010,,,TRUE,ETTY70EJT,1,047613
,JEAN-SIMAR,0000124,2020/06/30,0.000,49005.0000,2450.2500,4888.2488,49005.0000,0.000000,0.0000,49005.0000,CIUSSS-MCQ,,,33500,05120,0000020010,,,TRUE,FBKN2ZTPU,1,******
,ACIER-ATR-,0000101,2020/06/30,0.000,36000.0000,1800.0000,3591.0000,36000.0000,0.000000,0.0000,36000.0000,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,8HB53XAIR,1,******
,ENT-MAXIME,0000151,2020/06/30,0.000,96303.4400,4815.1720,9606.2681,96303.4400,0.000000,0.0000,96303.4400,CONSEIL-MA,,,33200,02315,0000020006,,,TRUE,19U3HFZAE,1,******
,METAL-LAMI,0000208,2020/06/30,0.000,278.2900,13.9145,27.7594,278.2900,0.000000,0.0000,278.2900,C-S-CH-ROY,,,33200,07460,0000020013,,,TRUE,B1II44LC2,1,047625
,METAL-LAMI,0000208,2020/06/30,0.000,48.0000,2.4000,4.7880,48.0000,0.000000,0.0000,48.0000,C-S-CH-ROY,,,33200,07460,0000020013,,,TRUE,B1II44LC2,1,047625
