Numéro de produit,Numéro de fournisseur,Numéro de commande,Date de la réception,Quantité,Sous-total (sans les taxes),Montant de taxe fédérale,Montant de taxe provinciale,Prix coûtant régulier ou prix de détail sugg.,Escompte - Montant fixe,Escompte - Pourcentage,Prix coûtant,Numéro de client (facturé),Numéro de client (livré à),Numéro séquentiel de la commande client,Numéro de G/L - Achats,Code d'activité,Numéro de projet,Référence fichier Trans.dbf,Devise étrangère,Achat facturé (T/F),Code unique d identification,Niveau de taxe provinciale (1-21),ACPYBBIL
,VAL-MAURIC,0001378,2025/04/30,0.000,69220.8000,3461.0400,6904.7748,69220.8000,0.000000,0.0000,69220.8000,SOC-IMMOBI,,,33500,16000,0000023025,,,TRUE,P86NPQWYP,1,065498
,RGF-------,0001496,2025/04/30,0.000,6306.3000,315.3150,629.0534,6306.3000,0.000000,0.0000,6306.3000,CSS-CH-ROY,,,33500,16000,0000024014,,,TRUE,FVKODWOG8,1,065514
,SYS-MAURIC,0001490,2025/04/30,0.000,9500.0000,475.0000,947.6250,9500.0000,0.000000,0.0000,9500.0000,CSS-CH-ROY,,,33500,09200,0000024014,,,TRUE,O8QWX49IP,1,065515
,REFR-NORDI,0001657,2025/04/30,0.000,18896.5000,944.8250,1884.9259,18896.5000,0.000000,0.0000,18896.5000,CONS-ATIKA,,,33500,25001,0000023020,,,TRUE,CZISAO75T,1,065531
,RCM-MODULA,0001718,2025/04/30,0.000,3635.1700,181.7585,362.6082,3635.1700,0.000000,0.0000,3635.1700,CONSEIL-AT,,,33500,06400,0000025007,,,TRUE,HHV5LMT6X,1,065532
,SIDE-ACOUS,0001616,2025/04/30,0.000,5800.0000,290.0000,578.5500,5800.0000,0.000000,0.0000,5800.0000,SOC-DEV-SH,,,33500,09200,0000024025,,,TRUE,EQ04LBT57,1,065608
,LOC-RAYDAN,0001678,2025/04/30,0.000,16390.0000,819.5000,1634.9025,16390.0000,0.000000,0.0000,16390.0000,CONS-ATIKA,,,33200,00400,0000023020,,,TRUE,4GFRE2O3N,1,065650
,ISOL-FLAMC,0001154,2025/04/30,0.000,1895.0000,94.7500,189.0263,1895.0000,0.000000,0.0000,1895.0000,CIUSSS-ADM,,,33500,25001,0000021022,,,TRUE,VEM8RS0K5,1,065651
,ENS-FX-BOI,0001411,2025/04/30,0.000,2070.0000,103.5000,206.4825,2070.0000,0.000000,0.0000,2070.0000,LUC-FARRIE,,,33200,06400,0000023018,,,TRUE,4BYT4OHVW,1,065652
,MESAR-----,0001320,2025/04/30,0.000,405.7400,20.2870,40.4726,405.7400,0.000000,0.0000,405.7400,LUC-FARRIE,,,33200,25001,0000023018,,,TRUE,57FTFEU5M,1,065653
,MESAR-----,0001320,2025/04/30,0.000,350.0000,17.5000,34.9125,350.0000,0.000000,0.0000,350.0000,LUC-FARRIE,,,33200,25001,0000023018,,,TRUE,57FTFEU5M,1,065653
,CUISIVERSI,0001385,2025/04/30,0.000,3123.3300,156.1665,311.5522,3123.3300,0.000000,0.0000,3123.3300,BRP-MEGATE,,,33500,06400,0000023026,,,TRUE,J019G3XW4,1,065654
,ACIER-RAY-,0001548,2025/04/30,0.000,480.0000,24.0000,47.8800,480.0000,0.000000,0.0000,480.0000,TRANSP-LEM,,,33200,05500,0000024016,,,TRUE,ZV6UX3237,1,065655
,BOULAY----,0001684,2025/04/30,0.000,643.0000,32.1500,64.1393,643.0000,0.000000,0.0000,643.0000,CIUSSS-T-R,,,33500,05500,0000024015,,,TRUE,UWRW61D9Q,1,065824
,ENT-ARSENE,0001630,2025/04/30,0.000,1454.5900,72.7295,145.0954,1454.5900,0.000000,0.0000,1454.5900,CIUSSS-T-R,,,33500,25015,0000024015,,,TRUE,7IXZEY1HE,1,065826
....................3,RCM-MODULA,0001718,2025/04/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,HHV5LMT6X,1,065532
....................3,ISOL-FLAMC,0001154,2025/04/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-ADM,,,33200,,0000021022,,,TRUE,VEM8RS0K5,1,065651
....................4,RCM-MODULA,0001718,2025/04/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,HHV5LMT6X,1,065532
....................4,ISOL-FLAMC,0001154,2025/04/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-ADM,,,33200,,0000021022,,,TRUE,VEM8RS0K5,1,065651
,MAISONNEUV,0001586,2025/05/01,0.000,153511.3500,7675.5675,15312.7572,153511.3500,0.000000,0.0000,153511.3500,OFFICE-T-R,,,33200,08000,0000024020,,,TRUE,85VRACYND,1,065610
,ACIER-RAY-,0001732,2025/05/01,0.000,271.7600,13.5880,27.1081,271.7600,0.000000,0.0000,271.7600,SOC-IMMOBI,,,33200,02070,0000023025,,,TRUE,J7EGI2SY1,1,065828
,MAC-FG----,0001619,2025/05/02,0.000,5950.0000,297.5000,593.5125,5950.0000,0.000000,0.0000,5950.0000,SOC-DEV-SH,,,33500,04000,0000024025,,,TRUE,PLOI1G4D8,1,065609
,COUVREURGR,0001741,2025/05/08,0.000,16800.0000,840.0000,1675.8000,16800.0000,0.000000,0.0000,16800.0000,SOC-DEV-SH,,,33500,07330,0000024025,,,TRUE,ZJVKAVZSH,1,065607
,PEINT-DUPO,0001492,2025/05/20,0.000,19000.0000,950.0000,1895.2500,19000.0000,0.000000,0.0000,19000.0000,CSS-CH-ROY,,,33500,09910,0000024014,,,TRUE,HBP8LA2Q6,1,065748
,BOULAY----,0001740,2025/05/22,0.000,2302.4400,115.1220,229.6684,2302.4400,0.000000,0.0000,2302.4400,CONS-ATIKA,,,33200,05500,0000023020,,,TRUE,ZAUSWAKV5,1,065686
,BOULAY----,0001740,2025/05/22,0.000,480.0000,24.0000,47.8800,480.0000,0.000000,0.0000,480.0000,CONS-ATIKA,,,33200,05500,0000023020,,,TRUE,ZAUSWAKV5,1,065686
,BOULAY----,0001738,2025/05/22,0.000,3584.0100,179.2005,357.5050,3584.0100,0.000000,0.0000,3584.0100,CONS-ATIKA,,,33200,05500,0000023020,,,TRUE,U3UH2U3GE,1,065687
,MULTI-ENER,0001494,2025/05/22,0.000,3420.0000,171.0000,341.1450,3420.0000,0.000000,0.0000,3420.0000,CSS-CH-ROY,,,33500,15001,0000024014,,,TRUE,9QAFJDFXO,1,065745
,ENT-MAXIME,0001613,2025/05/22,0.000,12787.0600,639.3530,1275.5092,12787.0600,0.000000,0.0000,12787.0600,SOC-DEV-SH,,,33500,03000,0000024025,,,TRUE,PAIAIGLZ9,1,065749
,ENT-MAXIME,0001491,2025/05/22,0.000,2155.5100,107.7755,215.0121,2155.5100,0.000000,0.0000,2155.5100,CSS-CH-ROY,,,33500,03000,0000024014,,,TRUE,MOUVZT6OK,1,065751
,MAC-FG----,0001734,2025/05/22,0.000,5400.0000,270.0000,538.6500,5400.0000,0.000000,0.0000,5400.0000,OMH-SHAWIN,,,33500,25001,0000024022,,,TRUE,9YM24LLV6,1,065803
,ARMECO----,0001706,2025/05/22,0.000,130.0000,6.5000,12.9675,130.0000,0.000000,0.0000,130.0000,HABITAT-ME,,,33200,10000,0000025005,,,TRUE,1ZN7KY2IR,1,065811
,MULTI-ENER,0001377,2025/05/23,0.000,1395.0000,69.7500,139.1513,1395.0000,0.000000,0.0000,1395.0000,SOC-IMMOBI,,,33500,15950,0000023025,,,TRUE,OLWAXKZY1,1,065746
,ARTDEMOLIT,0001694,2025/05/23,0.000,57670.4700,2883.5235,5752.6294,57670.4700,0.000000,0.0000,57670.4700,HABITAT-ME,,,33500,02070,0000025005,,,TRUE,A0WIZ0P0K,1,065940
,VAL-MAURIC,0001378,2025/05/28,0.000,10488.0000,524.4000,1046.1780,10488.0000,0.000000,0.0000,10488.0000,SOC-IMMOBI,,,33500,16000,0000023025,,,TRUE,Z3DORNBLI,1,065747
,MULTI-ENER,0001736,2025/05/28,0.000,1350.0000,67.5000,134.6625,1350.0000,0.000000,0.0000,1350.0000,HABITAT-ME,,,33500,15401,0000025005,,,TRUE,XTS3HLLMN,1,065752
,ENT-MAXIME,0001707,2025/05/28,0.000,10566.0800,528.3040,1053.9665,10566.0800,0.000000,0.0000,10566.0800,HABITAT-ME,,,33500,02000,0000025005,,,TRUE,FMN45638T,1,065753
,REFR-NORDI,0001353,2025/05/31,0.000,9700.0000,485.0000,967.5750,9700.0000,0.000000,0.0000,9700.0000,CONS-ATIKA,,,33500,15001,0000023020,,,TRUE,PRSGPWMV8,1,065868
,REFR-NORDI,0001353,2025/05/31,0.000,23800.0000,1190.0000,2374.0500,23800.0000,0.000000,0.0000,23800.0000,CONS-ATIKA,,,33500,15900,0000023020,,,TRUE,PRSGPWMV8,1,065868
,REFR-NORDI,0001354,2025/05/31,0.000,-28000.0000,-1400.0000,-2793.0000,-28000.0000,0.000000,0.0000,-28000.0000,CONS-ATIKA,,,33500,15900,0000023020,,,TRUE,KRBU5QIR8,1,065869
,COMETAL---,0001776,2025/05/31,0.000,2195.0000,109.7500,218.9513,2195.0000,0.000000,0.0000,2195.0000,ENERCYCLE-,,,33200,10000,0000025010,,,TRUE,RVASMLOR8,1,065882
,PEINT-DUPO,0001737,2025/05/31,0.000,10094.0000,504.7000,1006.8765,10094.0000,0.000000,0.0000,10094.0000,PLS-SHAWIN,,,33500,09910,0000025009,,,TRUE,8FQL4HZRO,1,065938
,VAL-MAURIC,0001697,2025/05/31,0.000,3410.0000,170.5000,340.1475,3410.0000,0.000000,0.0000,3410.0000,CONS-ATIKA,,,33500,25001,0000023020,,,TRUE,55IT2YWFA,1,065941
,INTEGRAIR-,0001656,2025/05/31,0.000,2378.3600,118.9180,237.2414,2378.3600,0.000000,0.0000,2378.3600,CONS-ATIKA,,,33500,25001,0000023020,,,TRUE,ZF8H2LIGZ,1,065942
,VAL-MAURIC,0001598,2025/05/31,0.000,7670.0000,383.5000,765.0825,7670.0000,0.000000,0.0000,7670.0000,RICHARD-DA,,,33500,16000,0000024024,,,TRUE,21VNKVJYQ,1,065943
,PLOMBER-2B,0001649,2025/05/31,0.000,1390.4200,69.5210,138.6944,1390.4200,0.000000,0.0000,1390.4200,CONS-ATIKA,,,33500,25001,0000023020,,,TRUE,UQQ0R2WV4,1,065963
....................3,COMETAL---,0001776,2025/05/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,ENERCYCLE-,,,33200,,0000025010,,,TRUE,RVASMLOR8,1,065882
....................6,COMETAL---,0001776,2025/05/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,ENERCYCLE-,,,33200,,0000025010,,,TRUE,RVASMLOR8,1,065882
,LAMPRON-BR,0001381,2025/06/01,0.000,9255.0000,462.7500,923.1863,9255.0000,0.000000,0.0000,9255.0000,SOC-IMMOBI,,,33500,04000,0000023025,,,TRUE,9I1B0HAJD,1,065857
,ENT-ARSENE,0001493,2025/06/01,0.000,69969.9100,3498.4955,6979.4985,69969.9100,0.000000,0.0000,69969.9100,CSS-CH-ROY,,,33500,15401,0000024014,,,TRUE,88UXVRW7L,1,065958
,QUINC-PORT,0001499,2025/06/04,0.000,-5614.4000,-280.7200,-560.0364,-5614.4000,0.000000,0.0000,-5614.4000,LIBERE-TOI,,,33500,25001,0000022005,,,TRUE,0146MEUUI,1,065827
,PEINT-DUPO,0001617,2025/06/05,0.000,20000.0000,1000.0000,1995.0000,20000.0000,0.000000,0.0000,20000.0000,SOC-DEV-SH,,,33500,09900,0000024025,,,TRUE,26SX8LH3B,1,065855
,ACG-ISOLAT,0001498,2025/06/09,0.000,14590.0000,729.5000,1455.3525,14590.0000,0.000000,0.0000,14590.0000,CSS-CH-ROY,,,33500,02070,0000024014,,,TRUE,LFT1FSRL5,1,065856
,CONST-MESK,0001348,2025/06/09,0.000,15183.3900,759.1695,1514.5432,15183.3900,0.000000,0.0000,15183.3900,CONS-ATIKA,,,33500,02920,0000023020,,,TRUE,9G9CFJCS8,1,066017
,PEDLEX----,0001743,2025/06/10,0.000,6702.0200,335.1010,668.5265,6702.0200,0.000000,0.0000,6702.0200,CONS-ATIKA,,,33500,12500,0000023020,,,TRUE,8F9XSBGIW,1,065883
,PORTES-RO-,0001800,2025/06/11,0.000,394.0000,19.7000,39.3015,394.0000,0.000000,0.0000,394.0000,,,,33200,08000,0000024025,,,TRUE,CNZDA7ZRU,1,065914
,MAISONNEUV,0001586,2025/06/11,0.000,210184.4400,10509.2220,20965.8979,210184.4400,0.000000,0.0000,210184.4400,OFFICE-T-R,,,33200,08000,0000024020,,,TRUE,S66XJK7U8,1,065920
,BOULAY----,0001792,2025/06/11,0.000,1008.6700,50.4335,100.6148,1008.6700,0.000000,0.0000,1008.6700,CONS-ATIKA,,,33200,05500,0000023020,,,TRUE,69J7Y5CRX,1,066013
,GOUT-PT-QC,0001750,2025/06/16,0.000,3225.4000,161.2700,321.7337,3225.4000,0.000000,0.0000,3225.4000,SOC-DEV-SH,,,33500,07000,0000024025,,,TRUE,POCFFGOVP,1,065954
,ENT-ARSENE,0001588,2025/06/16,0.000,2043.0600,102.1530,203.7952,2043.0600,0.000000,0.0000,2043.0600,CIUSSS-T-R,,,33500,25001,0000024015,,,TRUE,FM5AX2E8N,1,066112
,ENT-ARSENE,0001683,2025/06/16,0.000,514.3900,25.7195,51.3104,514.3900,0.000000,0.0000,514.3900,CIUSSS-T-R,,,33500,25001,0000024015,,,TRUE,BNNARQ0ZP,1,066113
,COMETAL---,0001623,2025/06/17,0.000,1865.0000,93.2500,186.0338,1865.0000,0.000000,0.0000,1865.0000,SOC-DEV-SH,,,33200,10000,0000024025,,,TRUE,P16I2E0EN,1,065957
,COMETAL---,0001746,2025/06/17,0.000,670.0000,33.5000,66.8325,670.0000,0.000000,0.0000,670.0000,CONSEIL-AT,,,33200,10000,0000025007,,,TRUE,ZP7DBPBHH,1,066018
,F-DAIGLE--,0001742,2025/06/17,0.000,696.0000,34.8000,69.4260,696.0000,0.000000,0.0000,696.0000,CONS-ATIKA,,,33200,10810,0000023020,,,TRUE,6L2HMC5H0,1,066019
....................3,COMETAL---,0001746,2025/06/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,ZP7DBPBHH,1,066018
....................4,COMETAL---,0001746,2025/06/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,ZP7DBPBHH,1,066018
,F-DAIGLE--,0001733,2025/06/18,0.000,2790.0000,139.5000,278.3025,2790.0000,0.000000,0.0000,2790.0000,SOC-IMMOBI,,,33200,08000,0000023025,,,TRUE,VIJTMMBZG,1,065962
,MULTI-ENER,0001494,2025/06/20,0.000,4590.0000,229.5000,457.8525,4590.0000,0.000000,0.0000,4590.0000,CSS-CH-ROY,,,33500,15001,0000024014,,,TRUE,9YW4CK7EF,1,065955
,PEINT-DUPO,0001492,2025/06/20,0.000,4000.0000,200.0000,399.0000,4000.0000,0.000000,0.0000,4000.0000,CSS-CH-ROY,,,33500,09910,0000024014,,,TRUE,GU7GGBIQJ,1,065956
,ARTDEMOLIT,0001694,2025/06/23,0.000,59418.0600,2970.9030,5926.9515,59418.0600,0.000000,0.0000,59418.0600,HABITAT-ME,,,33500,02070,0000025005,,,TRUE,CHMJB6VFE,1,066105
,ENT-MAXIME,0001707,2025/06/25,0.000,52830.4000,2641.5200,5269.8324,52830.4000,0.000000,0.0000,52830.4000,HABITAT-ME,,,33500,02000,0000025005,,,TRUE,NNXSJO4LH,1,066015
,ENT-MAXIME,0001711,2025/06/25,0.000,2693.9300,134.6965,268.7195,2693.9300,0.000000,0.0000,2693.9300,REMBOUR-PR,,,33500,02300,0000025008,,,TRUE,4EPC4DG5L,1,066063
,SYS-MAURIC,0001490,2025/06/25,0.000,7700.0000,385.0000,768.0750,7700.0000,0.000000,0.0000,7700.0000,CSS-CH-ROY,,,33500,09200,0000024014,,,TRUE,EQTLFP3DY,1,066064
,F-DAIGLE--,0001716,2025/06/26,0.000,8000.0000,400.0000,798.0000,8000.0000,0.000000,0.0000,8000.0000,CONSEIL-AT,,,33200,08000,0000025007,,,TRUE,DN026M3K5,1,066016
....................3,F-DAIGLE--,0001716,2025/06/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,DN026M3K5,1,066016
....................4,F-DAIGLE--,0001716,2025/06/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,DN026M3K5,1,066016
,MULTI-ENER,0001736,2025/06/27,0.000,1350.0000,67.5000,134.6625,1350.0000,0.000000,0.0000,1350.0000,HABITAT-ME,,,33500,15401,0000025005,,,TRUE,7P37LIUVH,1,066014
....................3,MULTI-ENER,0001736,2025/06/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,HABITAT-ME,,,33200,,0000025005,,,TRUE,7P37LIUVH,1,066014
....................4,MULTI-ENER,0001736,2025/06/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,HABITAT-ME,,,33200,,0000025005,,,TRUE,7P37LIUVH,1,066014
,ENT-ARSENE,0001493,2025/06/30,0.000,29455.9600,1472.7980,2938.2320,29455.9600,0.000000,0.0000,29455.9600,CSS-CH-ROY,,,33500,15401,0000024014,,,TRUE,BZOFM5698,1,066098
,ENT-ARSENE,0001527,2025/06/30,0.000,5895.0000,294.7500,588.0263,5895.0000,0.000000,0.0000,5895.0000,CIUSSS-ADM,,,33500,15401,0000024015,,,TRUE,PY1NKQYS6,1,066104
,MACONNERIE,0001637,2025/07/01,0.000,4050.0000,202.5000,403.9875,4050.0000,0.000000,0.0000,4050.0000,OFFICE-T-R,,,33500,04000,0000024020,,,TRUE,5EVD6QAIU,1,066170
,CHAMPAGNE.,0001804,2025/07/04,0.000,584.0000,29.2000,58.2540,584.0000,0.000000,0.0000,584.0000,,,,33200,10000,0000025011,,,TRUE,CIM0ZYSW9,1,066099
,CHAMPAGNE.,0001804,2025/07/04,0.000,490.2000,24.5100,48.8975,490.2000,0.000000,0.0000,490.2000,,,,33200,10000,0000025011,,,TRUE,CIM0ZYSW9,1,066099
,CHAMPAGNE.,0001804,2025/07/04,0.000,1003.6000,50.1800,100.1091,1003.6000,0.000000,0.0000,1003.6000,,,,33200,10000,0000025011,,,TRUE,CIM0ZYSW9,1,066099
,CHAMPAGNE.,0001804,2025/07/04,0.000,38.2000,1.9100,3.8105,38.2000,0.000000,0.0000,38.2000,,,,33200,10000,0000025011,,,TRUE,CIM0ZYSW9,1,066099
,CHAMPAGNE.,0001804,2025/07/04,0.000,2116.0000,105.8000,211.0710,2116.0000,0.000000,0.0000,2116.0000,,,,33200,10000,0000025011,,,TRUE,KHU9PFQTN,1,066313
....................3,CHAMPAGNE.,0001804,2025/07/04,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,,,,33200,,0000025011,,,TRUE,CIM0ZYSW9,1,066099
....................8,CHAMPAGNE.,0001804,2025/07/04,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,,,,33200,,0000025011,,,TRUE,KHU9PFQTN,1,066313
,FRANSYL...,0001808,2025/07/08,0.000,5745.0000,287.2500,573.0638,5745.0000,0.000000,0.0000,5745.0000,GROUPE-FJH,,,33200,07000,0000025010,,,TRUE,U1LEU1KJ2,1,066163
,FRANSYL...,0001808,2025/07/08,0.000,340.0000,17.0000,33.9150,340.0000,0.000000,0.0000,340.0000,GROUPE-FJH,,,33200,07000,0000025010,,,TRUE,U1LEU1KJ2,1,066163
,ARMECO----,0001706,2025/07/08,0.000,3135.0000,156.7500,312.7163,3135.0000,0.000000,0.0000,3135.0000,HABITAT-ME,,,33200,10000,0000025005,,,TRUE,ZG3G8TBJH,1,066172
,REGULVAR--,0001495,2025/07/10,0.000,3159.0000,157.9500,315.1103,3159.0000,0.000000,0.0000,3159.0000,CSS-CH-ROY,,,33500,15900,0000024014,,,TRUE,0H4P05KO0,1,066171
,PLOMB-MTCA,0001758,2025/07/15,0.000,24885.0000,1244.2500,2482.2788,24885.0000,0.000000,0.0000,24885.0000,ENERCYCLE-,,,33500,15400,0000025010,,,TRUE,EXGTPHVR9,1,066164
,SYS-MAURIC,0001490,2025/07/15,0.000,6000.0000,300.0000,598.5000,6000.0000,0.000000,0.0000,6000.0000,CSS-CH-ROY,,,33500,09200,0000024014,,,TRUE,EHEVQKWZX,1,066165
,PEINT-DUPO,0001492,2025/07/15,0.000,14000.0000,700.0000,1396.5000,14000.0000,0.000000,0.0000,14000.0000,CSS-CH-ROY,,,33500,09910,0000024014,,,TRUE,LQHQGX98I,1,066166
,MULTI-ENER,0001494,2025/07/15,0.000,250560.0000,12528.0000,24993.3600,250560.0000,0.000000,0.0000,250560.0000,CSS-CH-ROY,,,33500,15001,0000024014,,,TRUE,OVQACCUJP,1,066167
,PLOMB-MTCA,0001788,2025/07/15,0.000,9990.0000,499.5000,996.5025,9990.0000,0.000000,0.0000,9990.0000,,,,33500,15401,0000025011,,,TRUE,MTVP805B0,1,066168
,RGF-------,0001496,2025/07/15,0.000,6108.3000,305.4150,609.3029,6108.3000,0.000000,0.0000,6108.3000,CSS-CH-ROY,,,33500,16000,0000024014,,,TRUE,YE1X8WJPH,1,066169
,BOULAY----,0001709,2025/07/15,0.000,1880.0000,94.0000,187.5300,1880.0000,0.000000,0.0000,1880.0000,CIUSSS-T-R,,,33500,25001,0000024015,,,TRUE,VHXKH5O72,1,066173
,GAUTHIER--,0001803,2025/07/15,0.000,5832.0000,291.6000,581.7420,5832.0000,0.000000,0.0000,5832.0000,HABITAT-ME,,,33500,15001,0000025005,,,TRUE,5R5B40ZGU,1,066174
,SYS-MAURIC,0001739,2025/07/15,0.000,19500.0000,975.0000,1945.1250,19500.0000,0.000000,0.0000,19500.0000,HABITAT-ME,,,33500,09200,0000025005,,,TRUE,0GCLDPODL,1,066243
,ENT-MAXIME,0001711,2025/07/15,0.000,15265.6300,763.2815,1522.7466,15265.6300,0.000000,0.0000,15265.6300,REMBOUR-PR,,,33500,02300,0000025008,,,TRUE,ONU9NKS3C,1,066285
....................3,PLOMB-MTCA,0001758,2025/07/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,ENERCYCLE-,,,33200,,0000025010,,,TRUE,EXGTPHVR9,1,066164
....................3,PLOMB-MTCA,0001788,2025/07/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,,,,33200,,0000025011,,,TRUE,MTVP805B0,1,066168
....................3,SYS-MAURIC,0001739,2025/07/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,HABITAT-ME,,,33200,,0000025005,,,TRUE,0GCLDPODL,1,066243
....................4,SYS-MAURIC,0001739,2025/07/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,HABITAT-ME,,,33200,,0000025005,,,TRUE,0GCLDPODL,1,066243
....................5,SYS-MAURIC,0001739,2025/07/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,HABITAT-ME,,,33200,,0000025005,,,TRUE,0GCLDPODL,1,066243
....................6,PLOMB-MTCA,0001758,2025/07/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,ENERCYCLE-,,,33200,,0000025010,,,TRUE,EXGTPHVR9,1,066164
....................8,PLOMB-MTCA,0001788,2025/07/15,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,,,,33200,,0000025011,,,TRUE,MTVP805B0,1,066168
,ENT-MAXIME,0001707,2025/07/16,0.000,63396.4800,3169.8240,6323.7989,63396.4800,0.000000,0.0000,63396.4800,HABITAT-ME,,,33500,02000,0000025005,,,TRUE,940ZO7C3J,1,066240
,COMETAL---,0001809,2025/07/16,0.000,4885.0000,244.2500,487.2788,4885.0000,0.000000,0.0000,4885.0000,,,,33200,08000,0000025011,,,TRUE,4S3OA7U5E,1,066241
,MULTI-ENER,0001736,2025/07/16,0.000,4500.0000,225.0000,448.8750,4500.0000,0.000000,0.0000,4500.0000,HABITAT-ME,,,33500,15401,0000025005,,,TRUE,HVDTVESK2,1,066242
,ACCS------,0001826,2025/07/16,0.000,1376.5500,68.8275,137.3109,1376.5500,0.000000,0.0000,1376.5500,CIUSSS-T-R,,,33500,25001,0000024015,,,TRUE,QB5KGRCKR,1,066256
,BOULAY----,0001745,2025/07/17,0.000,5337.2600,266.8630,532.3917,5337.2600,0.000000,0.0000,5337.2600,CONSEIL-AT,,,33500,05500,0000025007,,,TRUE,1ZN3UZ6A5,1,066252
....................3,BOULAY----,0001745,2025/07/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,1ZN3UZ6A5,1,066252
....................4,BOULAY----,0001745,2025/07/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,1ZN3UZ6A5,1,066252
,IPRIMACONS,0001818,2025/07/18,0.000,1490.0000,74.5000,148.6275,1490.0000,0.000000,0.0000,1490.0000,CSS-CH-ROY,,,33500,02000,0000025012,,,TRUE,MKPNULHHC,1,066254
....................3,IPRIMACONS,0001818,2025/07/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000025012,,,TRUE,MKPNULHHC,1,066254
....................6,IPRIMACONS,0001818,2025/07/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000025012,,,TRUE,MKPNULHHC,1,066254
....................8,IPRIMACONS,0001818,2025/07/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000025012,,,TRUE,MKPNULHHC,1,066254
,VAL-MAURIC,0001378,2025/08/01,0.000,10051.2000,502.5600,1002.6072,10051.2000,0.000000,0.0000,10051.2000,SOC-IMMOBI,,,33500,16000,0000023025,,,TRUE,6IRT0XKO3,1,066447
,ISOL-ARCTI,0001765,2025/08/01,0.000,2969.0000,148.4500,296.1578,2969.0000,0.000000,0.0000,2969.0000,ENERCYCLE-,,,33500,07000,0000025010,,,TRUE,6TNJZR534,1,066629
....................3,ISOL-ARCTI,0001765,2025/08/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,ENERCYCLE-,,,33200,,0000025010,,,TRUE,6TNJZR534,1,066629
....................6,ISOL-ARCTI,0001765,2025/08/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,ENERCYCLE-,,,33200,,0000025010,,,TRUE,6TNJZR534,1,066629
,SIGNALCONS,0001795,2025/08/04,0.000,400.0000,20.0000,39.9000,400.0000,0.000000,0.0000,400.0000,CONSEIL-AT,,,33200,00400,0000025007,,,TRUE,YLQ01UBGJ,1,066217
,F-DAIGLE--,0001716,2025/08/11,0.000,37071.0000,1853.5500,3697.8323,37071.0000,0.000000,0.0000,37071.0000,CONSEIL-AT,,,33200,08000,0000025007,,,TRUE,Y8EEJYIIP,1,066314
....................5,F-DAIGLE--,0001716,2025/08/11,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-AT,,,33200,,0000025007,,,TRUE,Y8EEJYIIP,1,066314
