Date de fin de période,Date de début de période,Période de paie (1-3),"Type de salaire (T=horaire, F=période)",Numéro du projet,Numéro de l'employé,"Type de travail (0=bureau, 1=chantier)",Code de métier,Classe,Code de région,Type de chantier,Taux de salaire,Nombre d'heures régulières,Nombre d'heures temps + «,Nombre d'heures temps x 2,Numéro de G/L vacances à payer,Numéro de G/L fonds de qualification à payer,Pourcentage de vacances,Numéro de G/L S.S.T. à payer,Taxe de vente assurance - $/heure,Taxe de vente assurance - %,Rég.enr.pens./Av.sociaux - $ (employé),Rég.enr.pens./Av.sociaux - $ (employeur),Rég.enr.pens./Av.sociaux - % (employé),Rég.enr.pens./Av.sociaux - % (employeur),Rég.enr.pens./Av.sociaux - $/hre (employé),Rég.enr.pens./Av.sociaux - $/hre (employeur),Syndicat - Nom,Syndicat - Local,Syndicat - $/mois,Syndicat - $/heure régulière,Syndicat - $/heure temps + «,Syndicat - $/heure temps x 2,Syndicat - $/période,Syndicat - %,Syndicat - Cotisation minimum / période,Syndicat - Nbre d'hres max. cotisables / pér.,Syndicat - % applicable aux vacances (O/N),Mnt d'av.sociaux pour rapport CCQ (employé),Mnt d'av.sociaux pour rapport CCQ (employeur),Montant de syndicat pour rapport CCQ,Montant cotisable pour les vacances,Equipement de sécurité - $/heure,Primes - Numéros (5x5),Primes - % (5x6),Primes - $/hre (5x5),Primes - Nombre d'heures régulières (5x5),Primes - Nombre d'heures T + « (5x5),Primes - Nombre d'heures T x 2 (5x5),Montant total de prime 1,Montant total de prime 2,Montant total de prime 3,Montant total de prime 4,Montant total de prime 5,Numéro de semaine (0-2),Province (1-12),n / a,Statut de l'employé,Annexe de salaire,Nombre d'heures assurable ass.-emploi,Date du jour,Taux fonds de qualification,Mnt. à l'heure sans max. pour syndicat,Salaire assurable possible pour S.S.T.,Excédent de salaire pour S.S.T.,Profil / Métier / Classe,Numéro de G/L dépenses salaires,Numéro de G/L charges sociales,Numéro de G/L vacances chantier,Numéro de G/L C.C.Q.,Code d'activité,Montant contribution sectorielle,Vacances versées (non comptabilisées),Vacances versées (comptabilisées),Poste de G/L pour les vac. courues à payer,Vacances versées - Total,Feuille de temps facturée (T/F),Numéro de produit,Description,Montant facturé,Numéro de G/L vente,Nombre d'heures facturées,Numéro du compte ouvert,Dernière paye versée à l'employé (T/F),Hres assurables pour vac. non comptabilisées,Hres assurables pour vac. comptabilisées,Contribution sectorielle,Calcul du % de vac. sur la dern. paye versée (T/F),Code identification unique,Unité de classification SST,Calcul hebdomadaire du max.ass.annuel (T/F),Nombre d'heures régulières - Semaine 1,Calculer un férié (T/F),"Versement de férié (1=sem 1, 2=sem 2, 3= 2sem.)",Exclusion RBQ (T/F),Vacances versées (non comptabilisées)-sem. 2,Vacances versées (comptabilisées)- sem. 2,% de vac. sur solde de pér. de réf. seulement,SSYNDHEB,STAXEASSE,SAPCHQCH,SAPCHQTA
2013/01/19,2013/01/13,1,TRUE,0000013003,0078,1,160,,06,C,34.37,37.50,0.00,0.00,167.55,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,78.75,233.44,18.50,1288.88,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,37.50,2013/01/19,0.00,0.035,1528.66,261.81,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.75,FALSE,Z34M9186I,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000013003,0078,0,,,,,31.43,1.00,0.00,0.00,0.00,0.00,0.0650,0.082850,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,31.43,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,1.00,2013/01/19,0.00,0.000,33.47,5.73,000000078R,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,2.04,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,KJ200U2RL,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,,0079,0,,,,,18.00,37.00,0.00,0.00,0.00,0.00,0.0650,0.005500,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,666.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,37.00,2013/01/19,0.00,0.000,709.29,0.00,,43100,43200,,,,0.00,0.00,0.00,0.00,43.29,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,VNGO3VD5L,90010,FALSE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012048,0089,1,160,3,06,C,29.21,32.00,0.00,0.00,121.51,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,1.460,5.485,FTQ,0009,0.00,0.000,0.000,0.000,14.61,0.000000,0.00,0.00,N,46.72,175.52,15.73,934.72,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,32.00,2013/01/19,0.00,0.035,1117.86,0.00,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.64,FALSE,6DU2C9CML,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012073,0090,1,160,,06,D,31.43,40.00,0.00,0.00,163.44,0.00,0.1300,0.082850,2.000,0.090000,0.00,0.00,0.000000,0.000000,1.700,6.075,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,68.00,243.00,18.59,1257.20,0.60,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,R,40.00,2013/01/19,0.00,0.035,1497.68,203.09,000000090D,34100,34200,34300,34400,06101,1.60,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,L048EOTFG,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012074,0095,1,160,,06,C,34.37,40.00,0.00,0.00,178.72,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,84.00,249.00,18.59,1374.80,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,40.00,2013/01/19,0.00,0.035,1630.56,335.97,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.80,FALSE,2CX3Y9UPE,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012048,0096,1,160,,06,C,34.37,32.00,0.00,0.00,142.98,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,CSN,0000,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,67.20,199.20,19.27,1099.84,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,32.00,2013/01/19,0.00,0.065,1304.45,9.86,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.64,FALSE,3R09KZ608,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012073,0099,1,160,1,06,D,18.86,40.00,0.00,0.00,98.07,0.00,0.1300,0.082850,2.000,0.090000,0.00,0.00,0.000000,0.000000,1.060,5.335,SQC,0000,0.00,0.000,0.000,0.000,8.70,0.000000,0.00,0.00,N,42.40,213.40,8.70,754.40,0.60,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,R,40.00,2013/01/19,0.00,0.000,929.51,0.00,000000099D,34100,34200,34300,34400,06101,1.60,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,78N2GMEFV,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012048,0105,1,160,2,06,C,24.06,40.00,0.00,0.00,125.11,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,1.460,5.485,FTQ,0009,0.00,0.000,0.000,0.000,12.03,0.000000,0.00,0.00,N,58.40,219.40,13.43,962.40,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,40.00,2013/01/19,0.00,0.035,1164.55,0.00,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.80,FALSE,Z48XUHQQV,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,,0110,0,,,,,19.00,40.00,0.00,0.00,0.00,0.00,0.0650,0.007250,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,760.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,40.00,2013/01/19,0.00,0.000,809.40,0.00,,43100,43200,,,,0.00,0.00,0.00,0.00,49.40,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,YRZC3D0BB,80020,FALSE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012048,0113,1,160,2,06,C,24.06,40.00,0.00,0.00,125.11,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,1.460,5.485,FTQ,0009,0.00,0.000,0.000,0.000,12.03,0.000000,0.00,0.00,N,58.40,219.40,13.43,962.40,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,40.00,2013/01/19,0.00,0.035,1164.55,0.00,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.80,FALSE,7C3FIHZTO,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012074,0114,1,160,1,06,C,20.62,40.00,0.00,0.00,107.22,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,1.460,5.485,FTQ,0009,0.00,0.000,0.000,0.000,10.31,0.000000,0.00,0.00,N,58.40,219.40,11.71,824.80,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,40.00,2013/01/19,0.00,0.035,1009.06,0.00,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.80,FALSE,894FQDFJF,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/19,2013/01/13,1,TRUE,0000012048,0116,1,160,2,06,C,24.06,40.00,0.00,0.00,125.11,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,1.460,5.485,SQC,0000,0.00,0.000,0.000,0.000,8.70,0.000000,0.00,0.00,N,58.40,219.40,8.70,962.40,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,40.00,2013/01/19,0.00,0.000,1164.55,0.00,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.80,FALSE,868W3GIYS,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,,0003,0,,,,,26.00,35.00,0.00,0.00,0.00,0.00,0.1050,0.005500,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,910.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,35.00,2013/01/26,0.00,0.000,1005.55,0.00,,43100,43200,,,,0.00,0.00,0.00,0.00,95.55,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,Q032T224C,90010,FALSE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,,0011,0,,,,,20.00,40.00,0.00,0.00,0.00,0.00,0.0650,0.082850,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,800.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,40.00,2013/01/26,0.00,0.000,852.00,0.00,000000011R,34100,34200,34300,34400,,0.00,0.00,0.00,0.00,52.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,FD2Y6JUP6,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,,0014,0,,,,,18.00,26.00,0.00,0.00,0.00,0.00,0.0650,0.007250,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,468.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,26.00,2013/01/26,0.00,0.000,498.42,0.00,,34100,34200,,,,0.00,0.00,0.00,0.00,30.42,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,ZI6X92O2O,80020,FALSE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000012021,0014,0,,,,,18.00,6.50,0.00,0.00,0.00,0.00,0.0650,0.007250,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,117.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,6.50,2013/01/26,0.00,0.000,124.61,0.00,,34100,34200,,,,0.00,0.00,0.00,0.00,7.61,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,SYF89EMLK,80020,FALSE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000013003,0014,0,,,,,18.00,7.50,0.00,0.00,0.00,0.00,0.0650,0.007250,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,135.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,7.50,2013/01/26,0.00,0.000,143.78,0.00,,34100,34200,,,,0.00,0.00,0.00,0.00,8.78,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,1G5F16R4D,80020,FALSE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000013003,0021,1,370,,06,C,33.17,35.00,0.00,0.00,150.92,0.00,0.1300,0.082850,2.170,0.090000,0.00,0.00,0.000000,0.000000,2.050,6.245,FTQ,0100,0.00,0.000,0.000,0.000,20.00,0.000000,0.00,0.00,N,71.75,218.58,20.00,1160.95,0.55,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C3,35.00,2013/01/26,0.00,0.000,1383.34,88.75,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.70,FALSE,NRNULNJW4,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000012048,0075,1,160,,06,C,34.37,32.00,0.00,0.00,142.98,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,67.20,199.20,18.31,1099.84,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,32.00,2013/01/26,0.00,0.035,1304.45,9.86,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.64,FALSE,9MMRAK8HX,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000013003,0078,1,160,,06,C,34.37,36.00,0.00,0.00,160.85,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,75.60,224.10,18.45,1237.32,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,36.00,2013/01/26,0.00,0.035,1467.51,172.92,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.72,FALSE,ZWM2NBL34,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,,0079,0,,,,,18.00,34.00,0.00,0.00,0.00,0.00,0.0650,0.005500,0.000,0.000000,0.00,0.00,0.000000,0.000000,0.000,0.000,,,0.00,0.000,0.000,0.000,0.00,0.000000,0.00,0.00,N,0.00,0.00,0.00,612.00,0.00,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,,34.00,2013/01/26,0.00,0.000,651.78,0.00,,43100,43200,,,,0.00,0.00,0.00,0.00,39.78,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,22SXC0F60,90010,FALSE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000012012,0090,1,160,,06,C,34.37,2.50,0.00,0.00,11.17,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,5.25,15.56,17.28,85.93,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,2.50,2013/01/26,0.00,0.035,101.92,14.31,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.05,FALSE,XZDPCIUPC,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000012073,0090,1,160,,06,D,31.43,37.50,0.00,0.00,153.22,0.00,0.1300,0.082850,2.000,0.090000,0.00,0.00,0.000000,0.000000,1.700,6.075,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,63.75,227.81,1.31,1178.63,0.60,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,R,37.50,2013/01/26,0.00,0.035,1404.08,197.10,000000090D,34100,34200,34300,34400,06101,1.50,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,0GVIC4U88,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000012074,0095,1,160,,06,C,34.37,40.00,0.00,0.00,178.72,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,FTQ,0009,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,84.00,249.00,18.59,1374.80,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,40.00,2013/01/26,0.00,0.035,1630.56,335.97,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.80,FALSE,PA8YGE9JA,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000012048,0096,1,160,,06,C,34.37,25.50,0.00,0.00,113.94,0.00,0.1300,0.082850,2.150,0.090000,0.00,0.00,0.000000,0.000000,2.100,6.225,CSN,0000,0.00,0.000,0.000,0.000,17.19,0.000000,0.00,0.00,N,53.55,158.74,18.85,876.44,0.65,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,C4,25.50,2013/01/26,0.00,0.065,1039.49,0.00,,34100,34200,34300,34400,06101,0.00,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.51,FALSE,APFJTYU85,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
2013/01/26,2013/01/20,1,TRUE,0000012073,0099,1,160,1,06,D,18.86,40.00,0.00,0.00,98.07,0.00,0.1300,0.082850,2.000,0.090000,0.00,0.00,0.000000,0.000000,1.060,5.335,SQC,0000,0.00,0.000,0.000,0.000,8.70,0.000000,0.00,0.00,N,42.40,213.40,8.70,754.40,0.60,,0.00000.00000.00000.00000.0000,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00 0.00 0.00 0.00 0.00,0.00,0.00,0.00,0.00,0.00,0,12,0.000,,R,40.00,2013/01/26,0.00,0.000,929.51,0.00,000000099D,34100,34200,34300,34400,06101,1.60,0.00,0.00,0.00,0.00,FALSE,,,0.0000,,0.00,,FALSE,TRUE,TRUE,0.00,FALSE,R90ELF5U5,80110,TRUE,0.00,FALSE,1,FALSE,0.00,0.00,FALSE,FALSE,0.000,0.000,0.000
