Numéro de projet,Code d'activité,Pourcentage de profit,Dépense à venir,Facturé à date
0000015059,25002,0.00,0.00,214.77
0000015059,25003,0.00,0.00,369.10
0000015059,25004,0.00,0.00,1511.68
0000015059,25005,0.00,0.00,-137.75
0000015059,25006,0.00,0.00,498.22
0000015059,25007,0.00,0.00,618.21
0000015059,25008,0.00,0.00,184.55
0000015060,00400,0.00,0.00,67518.43
0000015060,00401,0.00,0.00,40448.14
0000015060,01800,450.49,0.00,9522.49
0000015060,02200,0.00,0.00,26901.00
0000015060,04000,0.00,0.00,75915.00
0000015060,05500,0.00,0.00,14987.70
0000015060,06100,0.00,0.00,95345.31
0000015060,07530,0.00,0.00,225480.36
0000015060,08000,0.00,0.00,45635.10
0000015060,09200,0.00,0.00,99222.75
0000015060,09300,0.00,0.00,66998.40
0000015060,09900,0.00,0.00,90871.20
0000015060,12300,0.00,0.00,90930.00
0000015060,15400,0.00,0.00,370293.00
0000015060,15700,0.00,0.00,84735.00
0000015060,16000,0.00,0.00,51922.50
0000015060,25001,0.00,0.00,362.68
0000015060,25002,0.00,0.00,2093.52
0000015060,25003,0.00,0.00,482.65
0000015060,25004,0.00,0.00,-839.79
0000015060,25005,0.00,0.00,6599.13
0000015060,25006,0.00,0.00,6301.58
0000015060,25007,0.00,0.00,1620.99
0000015060,25008,0.00,0.00,2442.99
0000015060,25009,0.00,0.00,1439.29
0000015060,25010,0.00,0.00,628.83
0000015060,25011,0.00,0.00,48612.57
0000015061,00000,0.00,0.00,1120.00
0000015064,00400,0.00,0.00,4095.18
0000015064,00401,93.49,0.00,1265.88
0000015064,02200,0.00,0.00,2608.23
0000015064,03100,0.00,0.00,686.18
0000015064,06100,0.00,0.00,10160.54
0000015064,06200,0.00,0.00,899.80
0000015064,08000,0.00,0.00,3074.36
0000015064,09200,0.00,0.00,2983.84
0000015064,09300,0.00,0.00,4532.22
0000015064,09900,0.00,0.00,1834.47
0000015064,13700,0.00,0.00,7229.97
0000015064,16000,0.00,0.00,4963.85
0000015064,25001,0.00,0.00,-86.06
0000015064,25002,0.00,0.00,-444.23
0000015064,25003,0.00,0.00,-2159.78
0000015064,25004,0.00,0.00,-212.50
0000015064,25005,0.00,0.00,1393.33
0000015064,25006,0.00,0.00,1442.33
0000015065,00000,0.00,0.00,8100.00
0000015066,00400,0.00,0.00,2380.23
0000015066,00401,42.16,0.00,497.19
0000015066,02070,0.00,0.00,3279.30
0000015066,06100,0.00,0.00,7547.14
0000015066,07400,0.00,0.00,1774.36
0000015066,08000,0.00,0.00,23793.08
0000015066,09900,0.00,0.00,2388.42
0000015066,25001,0.00,0.00,664.70
0000015066,25002,0.00,0.00,206.78
0000015067,00000,0.00,0.00,12550.00
0000015068,00000,0.00,0.00,313.78
0000015069,00000,0.00,0.00,12150.02
0000015069,00400,64.91,0.00,0.00
0000015070,00000,0.00,0.00,5332.84
0000015071,00000,0.00,0.00,30750.00
0000015072,00000,0.00,0.00,13225.00
0000015073,00000,0.00,0.00,1190.00
0000015074,00400,0.00,0.00,5018.30
0000015074,00401,203.79,0.00,3147.87
0000015074,04200,0.00,0.00,3424.00
0000015074,08000,0.00,0.00,1429.52
0000015074,09200,0.00,0.00,4804.30
0000015074,14200,0.00,0.00,94705.70
0000015074,15400,0.00,0.00,4568.90
0000015074,15700,0.00,0.00,6671.45
0000015074,16000,0.00,0.00,7682.60
0000015074,25001,0.00,0.00,2081.94
0000015074,25002,0.00,0.00,-38.25
0000015074,25004,0.00,0.00,1484.27
0000015074,25005,0.00,0.00,1681.85
0000015074,25006,0.00,0.00,254.44
0000015074,25007,0.00,0.00,5049.08
0000015075,00400,0.00,0.00,3432.13
0000015075,00401,96.51,0.00,1710.55
0000015075,02200,0.00,0.00,6615.33
0000015075,05500,0.00,0.00,1483.02
0000015075,06100,0.00,0.00,46902.18
0000015075,07000,0.00,0.00,13664.97
0000015075,07460,0.00,0.00,69424.63
0000015075,09200,0.00,0.00,1483.02
0000015075,15400,0.00,0.00,1126.46
0000015075,16000,0.00,0.00,1927.93
0000015075,25001,0.00,0.00,7336.22
0000015075,25002,0.00,0.00,14597.92
0000015075,25003,0.00,0.00,539.92
0000015076,00000,0.00,0.00,13010.00
0000015077,00400,0.00,0.00,1117.60
0000015077,00401,38.65,0.00,526.39
0000015077,02315,0.00,0.00,1869.52
0000015077,05200,0.00,0.00,5748.13
0000015077,06100,0.00,0.00,1128.42
0000015077,15000,0.00,0.00,32857.30
0000015077,16000,0.00,0.00,1406.47
0000015077,25001,0.00,0.00,776.25
0000015077,25002,0.00,0.00,488.75
0000015077,25003,0.00,0.00,172.50
0000015078,00000,0.00,0.00,7240.00
0000015079,00000,0.00,0.00,260.00
0000015080,00400,37.60,0.00,517.60
0000015080,00401,0.00,0.00,984.21
0000015080,02200,0.00,0.00,1271.62
0000015080,06200,0.00,0.00,3853.87
0000015080,08000,0.00,0.00,5412.64
0000015080,09200,0.00,0.00,4478.24
0000015080,09300,0.00,0.00,775.08
0000015080,09900,0.00,0.00,1931.24
0000015080,10000,0.00,0.00,4160.67
0000015080,13850,0.00,0.00,1937.70
0000015080,15000,0.00,0.00,1857.83
0000015080,15700,0.00,0.00,3452.96
0000015080,16000,0.00,0.00,3939.99
0000015080,25001,0.00,0.00,3209.94
0000015080,25002,0.00,0.00,324.42
0000015080,25003,0.00,0.00,879.20
0000015080,25004,0.00,0.00,135.10
0000015080,25005,0.00,0.00,250.65
0000015081,00000,0.00,0.00,13146.50
0000015081,00400,119.14,0.00,0.00
0000015082,00000,0.00,0.00,25700.00
0000015083,00000,0.00,0.00,32500.00
0000015084,00000,0.00,0.00,48130.00
0000015085,00000,0.00,0.00,6425.00
0000015086,00000,0.00,0.00,3375.00
0000015087,00400,83.34,0.00,1443.34
0000015087,00401,0.00,0.00,2423.65
0000015087,02200,0.00,0.00,7028.45
0000015087,06200,0.00,0.00,8942.88
0000015087,07000,0.00,0.00,1380.73
0000015087,08000,0.00,0.00,7214.44
0000015087,09200,0.00,0.00,5735.34
0000015087,09300,0.00,0.00,1577.22
0000015087,09900,0.00,0.00,2973.88
0000015087,15300,0.00,0.00,2230.41
0000015087,15400,0.00,0.00,3664.25
0000015087,15700,0.00,0.00,16728.08
0000015087,15925,0.00,0.00,11880.64
0000015087,16000,0.00,0.00,13069.14
0000015087,25001,0.00,0.00,-1468.88
0000015087,25002,0.00,0.00,27.83
0000015087,25003,0.00,0.00,1282.50
0000015087,25004,0.00,0.00,-538.00
0000015087,25005,0.00,0.00,2035.00
0000015087,25006,0.00,0.00,847.35
0000015087,25007,0.00,0.00,238.00
0000015088,00000,0.00,0.00,101290.68
0000015088,00400,0.51,0.00,0.00
0000015089,00000,0.00,0.00,875.00
0000015091,00000,0.00,0.00,29063.94
0000016001,00000,0.00,0.00,30700.00
0000016002,00000,0.00,0.00,42920.00
0000016002,06100,103.92,0.00,0.00
0000016003,00000,0.00,0.00,1158.92
0000016004,00000,0.00,0.00,3950.00
0000016005,00000,0.00,0.00,44100.00
0000016006,00000,0.00,0.00,5000.00
0000016007,00000,0.00,0.00,7800.00
0000016008,00000,0.00,0.00,11732.35
0000016009,00000,0.00,0.00,11109.71
0000016010,00400,0.00,0.00,577.37
0000016010,00401,20.71,0.00,326.47
0000016010,02200,0.00,0.00,2523.31
0000016010,06100,0.00,0.00,2620.13
0000016010,08000,0.00,0.00,342.14
0000016010,09200,0.00,0.00,2705.55
0000016010,09300,0.00,0.00,11141.06
0000016010,09900,0.00,0.00,1550.34
0000016010,10000,0.00,0.00,1090.58
0000016010,15400,0.00,0.00,2122.36
0000016010,16000,0.00,0.00,2993.76
0000016010,25001,0.00,0.00,1244.51
0000016011,00400,133.22,0.00,2633.21
0000016011,00401,0.00,0.00,3001.93
0000016011,02220,0.00,0.00,4696.34
0000016011,04200,0.00,0.00,5491.96
0000016011,05500,0.00,0.00,1709.66
0000016011,06100,0.00,0.00,6179.41
0000016011,07550,0.00,0.00,62284.32
0000016011,07620,0.00,0.00,16449.50
0000016011,07920,0.00,0.00,1221.75
0000016011,08000,0.00,0.00,1257.26
0000016011,09900,0.00,0.00,236.72
0000016011,15400,0.00,0.00,1157.31
0000016011,16000,0.00,0.00,1578.15
0000016011,25001,0.00,0.00,-170.46
0000016011,25003,0.00,0.00,744.55
0000016011,25004,0.00,0.00,384.99
0000016011,25005,0.00,0.00,874.38
0000016011,25006,0.00,0.00,150.45
0000016011,25008,0.00,0.00,347.33
0000016011,25009,0.00,0.00,2160.72
0000016011,25010,0.00,0.00,-1100.00
0000016011,25011,0.00,0.00,353.28
0000016011,25012,0.00,0.00,412.25
0000016012,00400,0.00,0.00,6304.49
0000016012,00401,123.90,0.00,2668.80
0000016012,02200,0.00,0.00,14465.71
0000016012,03300,0.00,0.00,49306.78
0000016012,06100,0.00,0.00,27673.00
0000016012,06200,0.00,0.00,27837.40
0000016012,07600,0.00,0.00,5366.05
0000016012,08000,0.00,0.00,10021.51
0000016012,09200,0.00,0.00,9169.31
0000016012,09300,0.00,0.00,12270.15
0000016012,09900,0.00,0.00,2774.61
0000016012,10000,0.00,0.00,12148.47
0000016012,10800,0.00,0.00,5069.82
0000016012,15400,0.00,0.00,15603.88
0000016012,15700,0.00,0.00,14017.68
0000016012,16000,0.00,0.00,18200.15
0000016012,25001,0.00,0.00,7969.65
0000016013,00400,0.00,0.00,93984.85
0000016013,00401,1860.16,0.00,40096.66
0000016013,01800,0.00,0.00,49349.19
0000016013,02070,0.00,0.00,41604.85
0000016013,02315,0.00,0.00,35100.04
0000016013,02820,0.00,0.00,24037.45
0000016013,03100,0.00,0.00,4445.86
0000016013,04200,0.00,0.00,65130.48
0000016013,06100,0.00,0.00,97334.97
0000016013,07200,0.00,0.00,14970.57
0000016013,07400,0.00,0.00,29196.70
0000016013,07530,0.00,0.00,180504.46
0000016013,08000,0.00,0.00,57617.11
0000016013,09200,0.00,0.00,129138.74
0000016013,09300,0.00,0.00,64396.32
0000016013,09900,0.00,0.00,69652.91
0000016013,10800,0.00,0.00,17211.16
0000016013,12300,0.00,0.00,71996.97
0000016013,15260,0.00,0.00,32140.48
0000016013,15400,0.00,0.00,186621.37
0000016013,15800,0.00,0.00,88099.20
0000016013,16000,0.00,0.00,48035.04
0000016013,25001,0.00,0.00,2691.84
0000016013,25002,0.00,0.00,1947.34
0000016013,25003,0.00,0.00,3384.94
0000016013,25004,0.00,0.00,478.14
0000016013,25005,0.00,0.00,2991.24
0000016013,25006,0.00,0.00,4423.33
0000016013,25007,0.00,0.00,5024.31
0000016013,25008,0.00,0.00,240.31
0000016013,25009,0.00,0.00,344.69
0000016013,25010,0.00,0.00,805.52
0000016013,25011,0.00,0.00,-1575.00
0000016013,25012,0.00,0.00,163.75
0000016014,00400,178.83,0.00,2848.83
0000016014,00401,0.00,0.00,3442.93
0000016014,02200,0.00,0.00,6006.97
0000016014,02820,0.00,0.00,321.20
0000016014,05500,0.00,0.00,144.06
0000016014,06100,0.00,0.00,5599.21
0000016014,06200,0.00,0.00,1127.80
0000016014,07400,0.00,0.00,533.55
0000016014,08000,0.00,0.00,81452.61
0000016014,09200,0.00,0.00,789.65
0000016014,09900,0.00,0.00,4652.56
0000016014,10000,0.00,0.00,14886.05
0000016014,25001,0.00,0.00,860.59
0000016015,00400,335.02,0.00,5665.02
0000016015,00401,0.00,0.00,7249.19
0000016015,02200,0.00,0.00,13232.26
0000016015,05500,0.00,0.00,4555.30
0000016015,06100,0.00,0.00,8766.99
0000016015,07400,0.00,0.00,318.58
0000016015,08000,0.00,0.00,210730.06
0000016015,09200,0.00,0.00,1427.78
0000016015,09900,0.00,0.00,4181.13
0000016015,15700,0.00,0.00,789.95
0000016015,25001,0.00,0.00,399.66
0000016015,25002,0.00,0.00,3996.83
0000016015,25003,0.00,0.00,177.45
0000016015,25004,0.00,0.00,4254.16
0000016015,25005,0.00,0.00,6786.31
0000016015,25006,0.00,0.00,361.05
0000016015,25007,0.00,0.00,2081.59
0000016015,25008,0.00,0.00,1329.56
0000016016,00400,179.57,0.00,0.00
0000016017,00000,0.00,0.00,1250.00
0000016018,00400,138.45,0.00,2398.45
0000016018,00401,0.00,0.00,2216.15
0000016018,02315,0.00,0.00,9020.20
0000016018,04200,0.00,0.00,2228.52
0000016018,05500,0.00,0.00,1094.36
0000016018,07200,0.00,0.00,2477.90
0000016018,08000,0.00,0.00,1197.83
0000016018,09200,0.00,0.00,396.49
0000016018,09900,0.00,0.00,1167.32
0000016018,15400,0.00,0.00,5677.42
0000016018,15700,0.00,0.00,41121.50
0000016018,16000,0.00,0.00,9975.28
0000016018,25001,0.00,0.00,-414.00
0000016018,25002,0.00,0.00,939.60
0000016018,25003,0.00,0.00,2279.13
0000016019,00400,0.00,0.00,2385.39
0000016019,00401,112.11,0.00,1628.00
0000016019,02200,0.00,0.00,4138.97
0000016019,03100,0.00,0.00,495.25
0000016019,05200,0.00,0.00,6183.96
0000016019,06100,0.00,0.00,3908.98
0000016019,07200,0.00,0.00,11819.50
0000016019,08000,0.00,0.00,1122.85
0000016019,09900,0.00,0.00,322.35
0000016019,15400,0.00,0.00,3330.95
0000016019,15700,0.00,0.00,19019.72
0000016019,16000,0.00,0.00,3868.20
0000016019,25001,0.00,0.00,480.44
0000016019,25002,0.00,0.00,4274.52
0000016020,00400,0.00,0.00,69061.36
0000016020,00401,750.00,0.00,9757.17
0000016020,02200,0.00,0.00,42916.75
0000016020,02315,0.00,0.00,38164.40
0000016020,03100,0.00,0.00,62994.29
0000016020,04200,0.00,0.00,24826.53
0000016020,06100,0.00,0.00,73284.44
0000016020,07200,0.00,0.00,10865.00
0000016020,07530,0.00,0.00,37178.79
0000016020,08000,0.00,0.00,45001.74
0000016020,09200,0.00,0.00,58399.38
0000016020,09300,0.00,0.00,67181.55
0000016020,09900,0.00,0.00,19659.02
0000016020,12300,0.00,0.00,3737.56
0000016020,15001,0.00,0.00,88206.41
0000016020,15400,0.00,0.00,69202.42
0000016020,16000,0.00,0.00,104195.35
0000016020,25001,0.00,0.00,38380.13
0000016020,25002,0.00,0.00,37071.58
0000016021,00400,0.00,0.00,3293.54
0000016021,00401,49.42,0.00,635.53
0000016021,02200,0.00,0.00,3553.55
0000016021,05200,0.00,0.00,3466.88
0000016021,05500,0.00,0.00,9353.83
0000016021,06100,0.00,0.00,5172.05
0000016021,07400,0.00,0.00,7080.97
0000016021,07600,0.00,0.00,13325.82
0000016021,08000,0.00,0.00,2195.40
0000016021,09900,0.00,0.00,4918.64
0000016021,16000,0.00,0.00,663.58
0000016021,25001,0.00,0.00,3331.52
0000016021,25002,0.00,0.00,1386.73
0000016021,25003,0.00,0.00,710.28
0000016022,00400,41.55,0.00,741.55
0000016022,00401,0.00,0.00,1482.94
0000016022,02070,0.00,0.00,4828.15
0000016022,03100,0.00,0.00,110.57
0000016022,06100,0.00,0.00,10113.17
0000016022,09650,0.00,0.00,29638.17
0000016022,09900,0.00,0.00,5874.52
0000016022,25001,0.00,0.00,9709.86
0000016022,25002,0.00,0.00,4254.22
0000016022,25003,0.00,0.00,1511.79
0000016023,00400,9.47,0.00,149.47
0000016023,00401,0.00,0.00,781.44
0000016023,02070,0.00,0.00,4914.12
0000016023,06100,0.00,0.00,1394.23
0000016023,09650,0.00,0.00,18067.60
0000016023,09900,0.00,0.00,2497.58
0000016024,00400,39.75,0.00,614.75
0000016024,00401,0.00,0.00,2592.50
0000016024,02070,0.00,0.00,1829.17
0000016024,03100,0.00,0.00,2916.07
0000016024,05500,0.00,0.00,1932.79
0000016024,06100,0.00,0.00,9779.23
0000016024,08000,0.00,0.00,14523.89
0000016024,09650,0.00,0.00,49581.33
0000016024,09900,0.00,0.00,3522.85
0000016024,10000,0.00,0.00,4481.41
0000016024,15400,0.00,0.00,478.22
0000016025,00000,0.00,0.00,1628.34
0000016026,00400,142.37,0.00,2988.37
0000016026,00401,0.00,0.00,2029.87
0000016026,02200,0.00,0.00,1952.42
0000016026,03100,0.00,0.00,2898.58
0000016026,04200,0.00,0.00,2952.28
0000016026,05500,0.00,0.00,898.69
0000016026,08000,0.00,0.00,8867.61
0000016026,09200,0.00,0.00,2235.36
0000016026,09900,0.00,0.00,8305.79
0000016026,13930,0.00,0.00,1366.43
0000016026,15400,0.00,0.00,18394.25
0000016026,15700,0.00,0.00,9249.68
0000016026,16000,0.00,0.00,7846.46
0000016026,25001,0.00,0.00,385.00
0000016026,25002,0.00,0.00,387.50
0000016027,00000,0.00,0.00,3300.00
0000016028,00000,0.00,0.00,38456.18
0000016029,00400,0.00,0.00,1506.27
0000016029,00401,64.87,0.00,774.27
0000016029,02200,0.00,0.00,1768.23
0000016029,04200,0.00,0.00,5675.80
0000016029,06100,0.00,0.00,755.66
0000016029,07400,0.00,0.00,3091.10
0000016029,07600,0.00,0.00,10915.00
0000016029,08000,0.00,0.00,1410.41
0000016029,09200,0.00,0.00,285.55
0000016029,09900,0.00,0.00,643.99
0000016029,25001,0.00,0.00,4431.24
0000016030,00400,0.00,0.00,2155.80
0000016030,00401,75.25,0.00,850.63
0000016030,02050,0.00,0.00,1514.00
0000016030,08000,0.00,0.00,24800.99
0000016030,25001,0.00,0.00,4698.00
0000016031,00400,0.00,0.00,3071.88
0000016031,00401,68.81,0.00,777.72
0000016031,02050,0.00,0.00,1349.43
0000016031,08000,0.00,0.00,21608.81
0000016031,25001,0.00,0.00,3671.66
0000016032,00400,0.00,0.00,2956.08
0000016032,00401,0.00,0.00,3285.34
0000016032,02200,33.66,0.00,438.66
0000016032,02315,0.00,0.00,61726.09
0000016032,06100,0.00,0.00,1324.74
0000016032,08000,0.00,0.00,445.37
0000016032,09200,0.00,0.00,1430.96
0000016032,15400,0.00,0.00,1688.88
0000016032,15700,0.00,0.00,26041.44
0000016032,16000,0.00,0.00,9931.70
0000016032,25001,0.00,0.00,6584.65
0000016032,25002,0.00,0.00,13933.74
0000016033,00400,0.00,0.00,10916.23
0000016033,00401,806.48,0.00,3469.57
0000016033,02200,0.00,0.00,14585.33
0000016033,03100,0.00,0.00,121002.30
0000016033,05500,0.00,0.00,4553.85
0000016033,07200,0.00,0.00,3118.74
0000016033,08000,0.00,0.00,2461.68
0000016033,09200,0.00,0.00,910.77
0000016033,09900,0.00,0.00,2986.02
0000016033,15400,0.00,0.00,15938.48
0000016033,15700,0.00,0.00,50599.78
0000016033,16000,0.00,0.00,13271.22
0000016033,25001,0.00,0.00,6517.61
0000016033,25002,0.00,0.00,-983.01
0000016034,00400,0.00,0.00,3381.50
0000016034,00401,157.62,0.00,1977.51
0000016034,02050,0.00,0.00,511.03
0000016034,02200,0.00,0.00,2935.71
0000016034,04200,0.00,0.00,9466.99
0000016034,05500,0.00,0.00,679.56
0000016034,06100,0.00,0.00,1609.20
0000016034,07200,0.00,0.00,1957.14
0000016034,08000,0.00,0.00,39410.74
0000016034,09200,0.00,0.00,2174.60
0000016034,09900,0.00,0.00,1848.41
0000016034,25001,0.00,0.00,1603.07
0000016034,25002,0.00,0.00,5867.47
0000016035,00400,239.88,0.00,4179.88
0000016035,00401,0.00,0.00,4721.03
0000016035,01800,0.00,0.00,573.21
0000016035,05500,0.00,0.00,18682.40
0000016035,05510,0.00,0.00,14579.17
0000016035,07400,0.00,0.00,72337.91
0000016035,07600,0.00,0.00,33663.06
0000016035,09900,0.00,0.00,6581.30
0000016035,16000,0.00,0.00,9288.12
0000016035,25001,0.00,0.00,9357.16
0000016036,00000,0.00,0.00,2082.71
0000016037,00000,0.00,0.00,3300.00
0000016038,00400,451.94,0.00,6921.93
0000016038,00401,0.00,0.00,5595.02
0000016038,02200,0.00,0.00,28568.48
0000016038,04200,0.00,0.00,22327.47
0000016038,05500,0.00,0.00,16811.31
0000016038,06100,0.00,0.00,21432.69
0000016038,08000,0.00,0.00,79606.55
0000016038,09900,0.00,0.00,17301.12
0000016038,25001,0.00,0.00,-584.45
0000016038,25002,0.00,0.00,788.23
0000016038,25003,0.00,0.00,593.52
0000016038,25004,0.00,0.00,-688.00
0000016038,25005,0.00,0.00,-209.00
0000016038,25006,0.00,0.00,460.18
0000016038,25007,0.00,0.00,7376.49
0000016039,00400,196.18,0.00,1996.18
0000016039,02000,0.00,0.00,13483.80
0000016039,05500,0.00,0.00,19285.76
0000016039,06100,0.00,0.00,8263.27
0000016039,06200,0.00,0.00,3325.09
0000016039,07000,0.00,0.00,63545.88
0000016039,25001,0.00,0.00,635.80
0000016040,00400,535.98,0.00,5235.97
0000016040,00401,0.00,0.00,1522.27
0000016040,02200,0.00,0.00,1102.37
0000016040,06100,0.00,0.00,7606.32
0000016040,06200,0.00,0.00,11265.28
0000016040,07200,0.00,0.00,139.19
0000016040,08000,0.00,0.00,27274.07
0000016040,09200,0.00,0.00,17648.98
0000016040,09300,0.00,0.00,13968.86
0000016040,09900,0.00,0.00,2331.67
0000016040,15400,0.00,0.00,11376.63
0000016040,15700,0.00,0.00,9355.63
0000016040,16000,0.00,0.00,16335.05
0000016040,25001,0.00,0.00,22579.01
0000016040,25002,0.00,0.00,20673.13
0000016041,00000,0.00,0.00,966.61
0000016042,00400,400.63,0.00,5270.63
0000016042,00401,0.00,0.00,4409.37
0000016042,02200,0.00,0.00,38079.37
0000016042,06100,0.00,0.00,2403.82
0000016042,06200,0.00,0.00,162999.30
0000016042,09300,0.00,0.00,67404.30
0000016042,09900,0.00,0.00,3573.24
0000016042,15400,0.00,0.00,13859.84
0000016042,15700,0.00,0.00,5305.72
0000016042,16000,0.00,0.00,69515.75
0000016042,25001,0.00,0.00,2773.90
0000016042,25002,0.00,0.00,6353.75
0000016042,25003,0.00,0.00,6394.00
0000016042,25004,0.00,0.00,-418.75
0000016043,00000,0.00,0.00,3365.00
0000016044,00000,0.00,0.00,11366.25
0000016045,00000,0.00,0.00,69176.00
0000016045,02200,241.13,0.00,0.00
0000016046,00000,0.00,0.00,2354.24
0000016047,00400,0.00,0.00,9213.98
0000016047,00401,220.51,0.00,3212.18
0000016047,02070,0.00,0.00,12082.16
0000016047,04200,0.00,0.00,18514.08
0000016047,05500,0.00,0.00,53.82
0000016047,06100,0.00,0.00,7463.54
0000016047,07600,0.00,0.00,2906.28
0000016047,08000,0.00,0.00,185538.70
0000016047,09200,0.00,0.00,7750.08
0000016047,09900,0.00,0.00,16365.59
0000016047,15700,0.00,0.00,4359.42
0000016047,16000,0.00,0.00,6436.87
0000016047,25001,0.00,0.00,602.62
0000016047,25002,0.00,0.00,400.78
0000016047,25003,0.00,0.00,731.88
0000016047,25004,0.00,0.00,4464.36
0000016047,25005,0.00,0.00,6650.54
0000016047,25006,0.00,0.00,380.16
0000016047,25007,0.00,0.00,1917.66
0000016047,25008,0.00,0.00,389.30
0000016048,00400,141.23,0.00,1478.73
0000016048,06101,0.00,0.00,34394.18
0000016048,09900,0.00,0.00,4092.57
0000016049,00400,653.28,0.00,9194.28
0000016049,00401,0.00,0.00,13834.00
0000016049,02200,0.00,0.00,36335.17
0000016049,06100,0.00,0.00,37807.63
0000016049,08000,0.00,0.00,2445.36
0000016049,09300,0.00,0.00,81336.15
0000016049,09900,0.00,0.00,17204.48
0000016049,12300,0.00,0.00,154366.61
0000016049,15400,0.00,0.00,77661.48
0000016049,16000,0.00,0.00,55416.31
0000016049,25001,0.00,0.00,5584.40
0000016049,25002,0.00,0.00,194.33
0000016049,25003,0.00,0.00,1056.44
0000016049,25004,0.00,0.00,201.36
0000016049,25005,0.00,0.00,-7012.62
0000016049,25007,0.00,0.00,508.36
0000016049,25008,0.00,0.00,310.93
0000016049,25009,0.00,0.00,193.28
0000016049,25010,0.00,0.00,472.61
0000016049,25011,0.00,0.00,1225.94
0000016051,00400,0.00,0.00,4751.75
0000016051,00401,343.73,0.00,2523.84
0000016051,02315,0.00,0.00,56724.88
0000016051,04200,0.00,0.00,102454.44
0000016051,05500,0.00,0.00,18126.76
0000016051,09900,0.00,0.00,15013.69
0000016052,00400,2292.91,0.00,38013.19
0000016052,00401,0.00,0.00,38575.39
0000016052,01800,0.00,0.00,9647.16
0000016052,02200,0.00,0.00,48404.90
0000016052,02315,0.00,0.00,49545.65
0000016052,02820,0.00,0.00,25165.36
0000016052,04200,0.00,0.00,75837.43
0000016052,06100,0.00,0.00,108756.32
0000016052,07000,0.00,0.00,7465.07
0000016052,07530,0.00,0.00,214161.53
0000016052,08000,0.00,0.00,58495.72
0000016052,09200,0.00,0.00,102070.45
0000016052,09300,0.00,0.00,65133.25
0000016052,09900,0.00,0.00,78502.31
0000016052,12300,0.00,0.00,71412.63
0000016052,15400,0.00,0.00,275673.69
0000016052,15700,0.00,0.00,197554.20
0000016052,16000,0.00,0.00,70575.73
0000016052,25002,0.00,0.00,1925.52
0000016052,25003,0.00,0.00,1265.36
0000016052,25004,0.00,0.00,11134.40
0000016053,00000,0.00,0.00,183.68
0000016054,00000,0.00,0.00,483.00
0000016055,00000,0.00,0.00,987.60
0000016056,00000,0.00,0.00,4225.00
0000016057,00000,0.00,0.00,2543.93
0000016058,00000,0.00,0.00,16965.00
0000016059,00000,0.00,0.00,1366.40
0000016060,00000,0.00,0.00,32369.50
0000016061,00000,0.00,0.00,82524.71
0000016062,00000,0.00,0.00,81158.18
0000016062,00400,197.05,0.00,0.00
0000016063,00000,0.00,0.00,2100.00
0000016064,00000,0.00,0.00,1695.00
0000016065,00400,0.00,0.00,4276.01
0000016065,00401,106.11,0.00,1599.35
0000016065,02220,0.00,0.00,3095.02
0000016065,02300,0.00,0.00,700.00
0000016065,02315,0.00,0.00,10500.05
0000016065,02520,0.00,0.00,400.00
0000016065,02820,0.00,0.00,2846.01
0000016065,03100,0.00,0.00,10210.04
0000016065,03200,0.00,0.00,3500.01
0000016065,03300,0.00,0.00,3400.01
0000016065,05120,0.00,0.00,1549.00
0000016065,05500,0.00,0.00,11140.04
0000016065,06100,0.00,0.00,88707.96
0000016065,07310,0.00,0.00,6805.03
0000016065,07460,0.00,0.00,8085.04
0000016065,07469,0.00,0.00,6000.02
0000016065,07620,0.00,0.00,2042.01
0000016065,25001,0.00,0.00,6280.85
0000016065,25002,0.00,0.00,16969.59
0000016065,25004,0.00,0.00,5460.24
0000016065,25010,0.00,0.00,-5552.25
0000016066,00000,0.00,0.00,3200.00
0000016067,00000,0.00,0.00,120.00
0000016068,00000,0.00,0.00,11534.93
0000017001,00400,0.00,0.00,91821.44
0000017001,00401,0.00,0.00,6024.33
0000017001,02000,0.00,0.00,161769.11
0000017001,02200,388.89,0.00,8688.89
0000017001,02315,0.00,0.00,9797.46
0000017001,02820,0.00,0.00,1633.97
0000017001,03100,0.00,0.00,42988.79
0000017001,06100,0.00,0.00,57184.63
0000017001,06200,0.00,0.00,48217.06
0000017001,07400,0.00,0.00,38648.72
0000017001,07600,0.00,0.00,27065.10
0000017001,08000,0.00,0.00,29711.57
0000017001,09200,0.00,0.00,25154.22
0000017001,09300,0.00,0.00,16381.95
0000017001,09900,0.00,0.00,4438.98
0000017001,10000,0.00,0.00,2306.16
0000017001,10800,0.00,0.00,1517.71
0000017001,13000,0.00,0.00,291091.79
0000017001,15400,0.00,0.00,23639.68
0000017001,15700,0.00,0.00,109438.73
0000017001,16000,0.00,0.00,51079.82
0000017002,00000,0.00,0.00,1615.30
0000017003,00400,0.00,0.00,2727.64
0000017003,02050,0.00,0.00,500.00
0000017003,02200,0.00,0.00,992.98
0000017003,06100,0.00,0.00,1719.62
0000017003,08000,0.00,0.00,2606.99
0000017003,09200,0.00,0.00,318.82
0000017003,09300,0.00,0.00,370.85
0000017003,09900,0.00,0.00,1505.52
0000017003,10000,0.00,0.00,4463.42
0000017003,10800,0.00,0.00,376.38
0000017003,16000,0.00,0.00,2263.82
0000017003,25001,0.00,0.00,625.59
0000017004,00400,0.00,0.00,47210.66
0000017004,00401,331.47,0.00,5449.19
