Numéro du projet,Numéro du compte de G/L,Date de la transaction,Numéro séquentiel de la transaction,Montant réparti,Code d'activité,No identification unique,Transaction de facturation (T/F)
0000000001,33200,2003/07/07,P000958,23.27,00000,,FALSE
0000000001,33200,2003/10/02,P001218,68.04,00000,,FALSE
0000000001,33200,2003/09/26,P001295,55.08,00000,,FALSE
0000000001,33200,2003/09/26,P001299,-50.49,00000,,FALSE
0000000001,33200,2003/10/06,P001313,30.00,00000,,FALSE
0000000001,33200,2004/05/20,P002622,52.51,12400,,FALSE
0000000001,33200,2004/06/25,P002912,28.40,00000,,FALSE
0000000001,33200,2004/08/10,P003040,62.70,00000,,FALSE
0000000001,33200,2004/08/10,P003041,1.79,00000,,FALSE
0000000001,33200,2004/09/14,P003376,30.80,00000,,FALSE
0000000001,33200,2004/11/19,P003905,6.07,00000,,FALSE
0000000001,33200,2004/11/20,P003906,-2.17,00000,,FALSE
0000000001,33200,2004/11/30,P003921,1.25,00000,,FALSE
0000000001,33200,2004/11/20,P003944,15.38,06100,,FALSE
0000000001,33200,2004/11/29,P003960,7.56,00000,,FALSE
0000000001,33200,2004/11/29,P003961,-7.56,00000,,FALSE
0000000001,33200,2005/01/17,P004179,3.20,00000,,FALSE
0000000001,33200,2005/02/18,P004280,7.53,00000,,FALSE
0000000001,33200,2005/04/07,P004329,64.00,00000,,FALSE
0000000001,33200,2005/03/30,P004352,946.00,00000,,FALSE
0000000001,33200,2005/04/05,P004397,8.73,00000,,FALSE
0000000001,33200,2005/04/06,P004398,3.58,00000,,FALSE
0000000001,33200,2005/04/06,P004399,44.00,00000,,FALSE
0000000001,33200,2005/04/19,P004408,172.10,00000,,FALSE
0000000001,33200,2005/04/01,P004414,90.29,06100,,FALSE
0000000001,33200,2005/04/05,P004416,9.74,00000,,FALSE
0000000001,33200,2005/04/05,P004417,10.68,00000,,FALSE
0000000001,33200,2005/05/10,P004495,3.58,00000,,FALSE
0000000001,33200,2005/04/30,P004504,110.90,00000,,FALSE
0000000001,33200,2005/04/01,P004505,110.00,00000,,FALSE
0000000001,33200,2005/05/09,P004653,65.85,00000,,FALSE
0000000001,33200,2005/05/06,P004742,11.96,00000,,FALSE
0000000001,33200,2005/06/20,P004895,9.69,00000,,FALSE
0000000001,33200,2005/06/20,P004896,68.47,00000,,FALSE
0000000001,33200,2005/09/09,P005396,20.51,00000,,FALSE
0000000001,33200,2005/09/09,P005454,10.49,00000,,FALSE
0000000001,33200,2005/11/02,P005667,10.60,06100,,FALSE
0000000001,33200,2005/10/03,P005687,33.10,06100,,FALSE
0000000001,33200,2005/10/03,P005689,9.90,06100,,FALSE
0000000001,33200,2005/11/02,P005746,51.58,06100,,FALSE
0000000001,33200,2006/02/01,P006120,38.40,00000,,FALSE
0000000001,33200,2006/09/01,P007291,2.88,00000,,FALSE
0000000001,33200,2006/10/16,P007431,8.37,00000,,FALSE
0000000001,33200,2006/11/07,P007499,87.50,00000,,FALSE
0000000001,33200,2006/11/09,P007500,1015.50,00000,,FALSE
0000000001,33200,2007/01/30,P007803,105.27,00000,,FALSE
0000000001,33200,2007/02/07,P007955,107.35,00000,,FALSE
0000000001,33200,2007/05/08,P008108,49.73,06100,,FALSE
0000000001,33200,2007/05/07,P008247,188.50,06100,,FALSE
0000000001,33200,2007/07/13,P008655,6.55,00000,,FALSE
0000000001,33200,2007/07/13,P008656,16.96,00000,,FALSE
0000000001,33200,2007/07/11,P008657,36.91,00000,,FALSE
0000000001,33200,2007/09/05,P009165,6.23,00000,,FALSE
0000000001,33200,2007/09/05,P009260,7.39,00000,,FALSE
0000000001,33200,2007/09/29,P009308,18.00,00000,,FALSE
0000000001,33200,2007/09/01,P009333,275.00,00000,,FALSE
0000000001,33200,2009/10/20,P014824,23.85,06100,,FALSE
0000000001,33200,2009/10/20,P014825,47.70,06100,,FALSE
0000000001,33200,2010/01/15,P015659,16.93,06100,,FALSE
0000000001,33200,2010/03/23,P015966,45.31,06100,,FALSE
0000000001,33200,2010/03/29,P016011,120.00,06100,,FALSE
0000000001,33200,2010/05/03,P016213,26.57,06100,,FALSE
0000000001,33200,2010/05/03,P016216,63.71,06100,,FALSE
0000000001,33200,2010/05/05,P016218,-9.63,00000,,FALSE
0000000001,33200,2010/05/27,P016498,39.60,06100,,FALSE
0000000001,33200,2010/06/28,P016671,250.00,00000,,FALSE
0000000001,33200,2010/07/01,P016714,85.00,06100,,FALSE
0000000001,33200,2011/07/19,P020186,48.45,00000,,FALSE
0000000001,33200,2011/07/20,P020272,96.90,00000,,FALSE
0000000001,33200,2011/07/20,P020273,-96.90,00000,,FALSE
0000000001,33200,2011/07/21,P020300,405.25,00000,,FALSE
0000000001,33200,2011/08/23,P020453,27.26,00000,,FALSE
0000000001,33200,2011/08/23,P020454,-20.02,00000,,FALSE
0000000001,33200,2011/09/20,P020886,4.81,,,FALSE
0000000001,33200,2011/10/31,P021375,63.57,00000,,FALSE
0000000001,33200,2012/05/14,P023229,6.45,06100,,FALSE
0000000001,33200,2012/05/16,P023230,12.56,06100,,FALSE
0000000001,33200,2012/09/06,P024554,1323.80,00000,,FALSE
0000000001,33200,2013/05/07,P026691,94.98,00000,,FALSE
0000000001,33200,2013/05/30,P026878,320.00,00000,,FALSE
0000000001,33200,2013/08/14,P027490,66.68,00000,,FALSE
0000000001,33200,2013/08/21,P027565,7.45,00000,,FALSE
0000000001,33200,2013/09/05,P027749,119.25,00000,,FALSE
0000000001,33200,2013/10/04,P027890,5.78,00000,,FALSE
0000000001,33200,2013/10/25,P028095,248.25,00000,,FALSE
0000000001,33200,2013/11/27,P028629,59.64,00000,,FALSE
0000000001,33200,2013/11/28,P028630,-59.64,00000,,FALSE
0000000001,33200,2013/11/27,P028636,18.24,00000,,FALSE
0000000001,33200,2014/01/07,P029058,8.72,00000,,FALSE
0000000001,33200,2016/08/08,P035851,244.51,00000,,FALSE
0000000001,33200,2016/08/19,P035994,279.51,00000,,FALSE
0000000001,33200,2016/12/05,P037228,129.14,00000,,FALSE
0000000001,33200,2017/09/21,P038682,-129.14,00000,,FALSE
0000000001,33200,2017/10/25,P038923,12.34,06100,,FALSE
0000000001,33200,2020/06/02,P047402,12.98,06100,,FALSE
0000000001,33200,2022/09/01,P055639,56.00,06100,,FALSE
0000000001,33200,2022/09/28,P055834,286.56,06100,,FALSE
0000000001,33200,2023/08/09,P059013,825.21,06100,,FALSE
0000000001,33200,2023/08/10,P059014,-259.94,06100,,FALSE
0000000001,33500,2004/07/13,P002925,229.00,06100,,FALSE
0000000001,33500,2005/01/29,P004132,157.50,00000,,FALSE
0000000001,33500,2005/11/03,P005693,50.00,06100,,FALSE
0000000001,33500,2013/06/17,P027130,150.00,00000,,FALSE
0000000001,33500,2013/08/01,P027768,900.00,00000,,FALSE
0000000001,33500,2015/06/26,P033008,29.00,06100,,FALSE
0000000001,33500,2016/07/27,P035850,1100.00,00000,,FALSE
0000000001,33500,2017/12/21,P039567,371.95,00000,,FALSE
0000000001,33600,2003/08/10,P000958-02,0.80,00000,,FALSE
0000000001,33600,2004/10/21,P003376-02,1.06,00000,,FALSE
0000000001,33600,2004/12/13,P003905-02,0.21,00000,,FALSE
0000000001,33600,2004/12/13,P003906-02,-0.07,00000,,FALSE
0000000001,33600,2004/12/13,P003921-02,0.04,00000,,FALSE
0000000001,33600,2005/02/10,P004179-02,0.11,00000,,FALSE
0000000001,33600,2005/05/18,P004397-02,0.30,00000,,FALSE
0000000001,33600,2005/05/18,P004398-02,0.12,00000,,FALSE
0000000001,33600,2005/05/18,P004399-02,1.52,00000,,FALSE
0000000001,33600,2007/08/09,P008655-02,0.13,00000,,FALSE
0000000001,33600,2007/08/09,P008656-02,0.34,00000,,FALSE
0000000001,33600,2007/08/09,P008657-02,0.74,00000,,FALSE
0000000001,33600,2010/03/23,P015966,0.68,00000,,FALSE
0000000001,33600,2010/05/03,P016213,0.40,00000,,FALSE
0000000001,33600,2010/05/03,P016216,0.96,00000,,FALSE
0000000001,33600,2011/08/10,P020300-02,8.11,00000,,FALSE
0000000001,33600,2012/09/17,P024554-01,73.59,00000,,FALSE
0000000001,33600,2017/11/09,P038923-02,0.12,00000,,FALSE
0000000001,33600,2022/10/13,P055834-02,2.87,00000,,FALSE
0000000001,34100,2003/05/03,E000115,109.21,06101,,FALSE
0000000001,34100,2003/05/24,E000137,108.16,00000,,FALSE
0000000001,34100,2003/05/31,E000146,351.52,06101,,FALSE
0000000001,34100,2003/05/31,E000149,133.12,06101,,FALSE
0000000001,34100,2003/07/12,E000203,99.84,06101,,FALSE
0000000001,34100,2003/07/12,E000205,150.06,06101,,FALSE
0000000001,34100,2003/10/04,E000282,72.50,06101,,FALSE
0000000001,34100,2004/05/08,E000547,87.36,06101,,FALSE
0000000001,34100,2004/06/19,E000591,116.48,06101,,FALSE
0000000001,34100,2004/08/14,E000638,189.50,06101,,FALSE
0000000001,34100,2005/05/07,E000991,50.30,06101,,FALSE
0000000001,34100,2005/09/17,E001205,110.76,06101,,FALSE
0000000001,34100,2005/09/17,E001208,214.28,06101,,FALSE
0000000001,34100,2006/05/27,E001515,92.83,06101,,FALSE
0000000001,34100,2006/06/17,E001536,116.03,06101,,FALSE
0000000001,34100,2006/10/21,E001709,82.72,06101,,FALSE
0000000001,34100,2006/11/11,E001753,236.88,06101,,FALSE
0000000001,34100,2006/11/11,E001760,136.32,00000,,FALSE
0000000001,34100,2007/01/27,E001860,110.76,00000,,FALSE
0000000001,34100,2007/05/12,E001941,136.32,06101,,FALSE
0000000001,34100,2007/05/12,E001956,166.84,06101,,FALSE
0000000001,34100,2009/09/12,E003328,63.90,06101,,FALSE
0000000001,34100,2009/10/03,E003397,321.50,00000,,FALSE
0000000001,34100,2009/10/03,E003408,225.05,00000,,FALSE
0000000001,34100,2009/10/17,E003438,160.75,06101,,FALSE
0000000001,34100,2009/10/31,E003472,115.08,06101,,FALSE
0000000001,34100,2010/05/01,E003789,57.87,06101,,FALSE
0000000001,34100,2010/05/15,E003814,186.18,06101,,FALSE
0000000001,34100,2010/06/26,E003899,128.60,06101,,FALSE
0000000001,34100,2010/07/03,E003912,94.64,06101,,FALSE
0000000001,34100,2010/07/17,E003954,93.10,06101,,FALSE
0000000001,34100,2010/09/25,E004091,62.06,06101,,FALSE
0000000001,34100,2011/04/02,E004727,39.44,00000,,FALSE
0000000001,34100,2011/07/02,E004970,21.30,06101,,FALSE
0000000001,34100,2011/07/23,E005052,259.95,06101,,FALSE
0000000001,34100,2011/07/23,E005055,74.55,06101,,FALSE
0000000001,34100,2011/07/23,E005064,48.76,06101,,FALSE
0000000001,34100,2011/07/23,E005072,248.54,06101,,FALSE
0000000001,34100,2011/10/29,E005388,127.80,06101,,FALSE
0000000001,34100,2011/11/26,E005474,15.98,06101,,FALSE
0000000001,34100,2011/12/03,E005498,45.47,06101,,FALSE
0000000001,34100,2011/12/24,E005538,85.31,06101,,FALSE
0000000001,34100,2011/12/24,E005542,136.50,00000,,FALSE
0000000001,34100,2012/05/19,E005927,29.16,00000,,FALSE
0000000001,34100,2012/05/19,E005928,68.74,06101,,FALSE
0000000001,34100,2012/06/16,E006035,451.89,06101,,FALSE
0000000001,34100,2012/06/16,E006047,384.13,06101,,FALSE
0000000001,34100,2012/09/15,E006367,547.31,06101,,FALSE
0000000001,34100,2013/07/20,E007379,80.34,00000,,FALSE
0000000001,34100,2013/08/24,E007469,166.54,06101,,FALSE
0000000001,34100,2013/10/05,E007627,63.06,06101,,FALSE
0000000001,34100,2013/10/12,E007671,92.03,06101,,FALSE
0000000001,34100,2013/10/12,E007674,157.77,06101,,FALSE
0000000001,34100,2013/11/23,E007867,52.59,06101,,FALSE
0000000001,34100,2013/11/30,E007886,342.70,06101,,FALSE
0000000001,34100,2013/11/30,E007905,231.44,06101,,FALSE
0000000001,34100,2013/12/14,E007967,105.18,06101,,FALSE
0000000001,34100,2013/12/21,E007985,24.05,06101,,FALSE
0000000001,34100,2014/01/11,E008022,175.30,06101,,FALSE
0000000001,34100,2014/01/11,E008030,104.49,06101,,FALSE
0000000001,34100,2014/05/03,E008329,48.09,06101,,FALSE
0000000001,34100,2014/11/08,E008841,214.02,06101,,FALSE
0000000001,34100,2015/06/06,E009461,35.52,06101,,FALSE
0000000001,34100,2015/07/18,E009604,279.97,06101,,FALSE
0000000001,34100,2015/08/08,E009632,31.17,06101,,FALSE
0000000001,34100,2015/08/08,E009643,36.67,06101,,FALSE
0000000001,34100,2015/08/22,E009678,52.49,06101,,FALSE
0000000001,34100,2015/08/29,E009701,124.68,06101,,FALSE
0000000001,34100,2015/08/29,E009710,124.68,06101,,FALSE
0000000001,34100,2015/10/10,E009819,145.80,06101,,FALSE
0000000001,34100,2015/10/31,E009883,33.00,06101,,FALSE
0000000001,34100,2016/05/14,E010375,112.53,06101,,FALSE
0000000001,34100,2016/08/13,E010716,180.08,00000,,FALSE
0000000001,34100,2016/08/13,E010720,300.08,06101,,FALSE
0000000001,34100,2016/08/27,E010788,93.78,00000,,FALSE
0000000001,34100,2016/10/15,E011013,168.80,06101,,FALSE
0000000001,34100,2017/01/28,E011322,112.53,06101,,FALSE
0000000001,34100,2017/04/15,E011461,35.76,06101,,FALSE
0000000001,34100,2017/04/22,E011478,34.08,06101,,FALSE
0000000001,34100,2017/10/28,E012133,147.78,06101,,FALSE
0000000001,34100,2018/05/05,E012773,136.85,06101,,FALSE
0000000001,34100,2018/08/25,E013217,94.47,06101,,FALSE
0000000001,34100,2018/09/01,E013249,254.15,06101,,FALSE
0000000001,34100,2018/09/01,E013273,87.98,06101,,FALSE
0000000001,34100,2018/10/20,E013499,93.08,06101,,FALSE
0000000001,34100,2018/10/20,E013501,75.57,06101,,FALSE
0000000001,34100,2018/12/01,E013727,77.74,06101,,FALSE
0000000001,34100,2019/02/16,E014039,75.57,06101,,FALSE
0000000001,34100,2021/11/06,E017656,186.17,06101,,FALSE
0000000001,34100,2021/11/06,E017658,187.29,06101,,FALSE
0000000001,34100,2023/06/24,E019984,43.34,06101,,FALSE
0000000001,34100,2023/08/12,E020150,758.45,06101,,FALSE
0000000001,34100,2023/08/12,E020152,667.90,06101,,FALSE
0000000001,34100,2023/08/12,E020153,325.05,06101,,FALSE
0000000001,34100,2023/08/12,E020171,416.00,06101,,FALSE
0000000001,34100,2023/09/02,E020238,21.55,06101,,FALSE
0000000001,34200,2003/05/03,E000115,51.30,06101,,FALSE
0000000001,34200,2003/05/24,E000137,25.24,00000,,FALSE
0000000001,34200,2003/05/31,E000146,82.62,06101,,FALSE
0000000001,34200,2003/05/31,E000149,24.80,06101,,FALSE
0000000001,34200,2003/07/12,E000203,9.91,06101,,FALSE
0000000001,34200,2003/07/12,E000205,57.27,06101,,FALSE
0000000001,34200,2003/10/04,E000282,20.84,06101,,FALSE
0000000001,34200,2004/05/08,E000547,8.60,06101,,FALSE
0000000001,34200,2004/06/19,E000591,11.47,06101,,FALSE
0000000001,34200,2004/08/14,E000638,41.19,06101,,FALSE
0000000001,34200,2005/05/07,E000991,24.66,06101,,FALSE
0000000001,34200,2005/09/17,E001205,28.28,06101,,FALSE
0000000001,34200,2005/09/17,E001208,49.66,06101,,FALSE
0000000001,34200,2006/05/27,E001515,25.74,06101,,FALSE
0000000001,34200,2006/06/17,E001536,32.18,06101,,FALSE
0000000001,34200,2006/10/21,E001709,22.87,06101,,FALSE
0000000001,34200,2006/11/11,E001753,119.76,06101,,FALSE
0000000001,34200,2006/11/11,E001760,13.40,00000,,FALSE
0000000001,34200,2007/01/27,E001860,10.73,00000,,FALSE
0000000001,34200,2007/05/12,E001941,13.35,06101,,FALSE
0000000001,34200,2007/05/12,E001956,31.28,06101,,FALSE
0000000001,34200,2009/09/12,E003328,11.79,06101,,FALSE
0000000001,34200,2009/10/03,E003397,119.70,00000,,FALSE
0000000001,34200,2009/10/03,E003408,83.96,00000,,FALSE
0000000001,34200,2009/10/17,E003438,60.39,06101,,FALSE
0000000001,34200,2009/10/31,E003472,47.02,06101,,FALSE
0000000001,34200,2010/05/01,E003789,27.52,06101,,FALSE
0000000001,34200,2010/05/15,E003814,73.51,06101,,FALSE
0000000001,34200,2010/06/26,E003899,50.92,06101,,FALSE
0000000001,34200,2010/07/03,E003912,18.08,06101,,FALSE
0000000001,34200,2010/07/17,E003954,16.92,06101,,FALSE
0000000001,34200,2010/09/25,E004091,24.65,06101,,FALSE
0000000001,34200,2011/04/02,E004727,18.24,00000,,FALSE
0000000001,34200,2011/07/02,E004970,4.14,06101,,FALSE
0000000001,34200,2011/07/23,E005052,45.93,06101,,FALSE
0000000001,34200,2011/07/23,E005055,13.92,06101,,FALSE
0000000001,34200,2011/07/23,E005064,9.44,06101,,FALSE
0000000001,34200,2011/07/23,E005072,47.06,06101,,FALSE
0000000001,34200,2011/10/29,E005388,21.34,06101,,FALSE
0000000001,34200,2011/11/26,E005474,2.06,06101,,FALSE
0000000001,34200,2011/12/03,E005498,20.77,06101,,FALSE
0000000001,34200,2011/12/24,E005538,16.61,06101,,FALSE
0000000001,34200,2011/12/24,E005542,23.65,00000,,FALSE
0000000001,34200,2012/05/19,E005927,14.69,00000,,FALSE
0000000001,34200,2012/05/19,E005928,27.80,06101,,FALSE
0000000001,34200,2012/06/16,E006035,79.87,06101,,FALSE
0000000001,34200,2012/06/16,E006047,72.77,06101,,FALSE
0000000001,34200,2012/09/15,E006367,219.53,06101,,FALSE
0000000001,34200,2013/07/20,E007379,15.13,00000,,FALSE
0000000001,34200,2013/08/24,E007469,63.18,06101,,FALSE
0000000001,34200,2013/10/05,E007627,26.17,06101,,FALSE
0000000001,34200,2013/10/12,E007671,41.39,06101,,FALSE
0000000001,34200,2013/10/12,E007674,59.86,06101,,FALSE
0000000001,34200,2013/11/23,E007867,19.95,06101,,FALSE
0000000001,34200,2013/11/30,E007886,133.19,06101,,FALSE
0000000001,34200,2013/11/30,E007905,113.08,06101,,FALSE
0000000001,34200,2013/12/14,E007967,40.78,06101,,FALSE
0000000001,34200,2013/12/21,E007985,7.56,06101,,FALSE
0000000001,34200,2014/01/11,E008022,65.38,06101,,FALSE
0000000001,34200,2014/01/11,E008030,38.14,06101,,FALSE
0000000001,34200,2014/05/03,E008329,19.34,06101,,FALSE
0000000001,34200,2014/11/08,E008841,77.17,06101,,FALSE
0000000001,34200,2015/06/06,E009461,6.39,06101,,FALSE
0000000001,34200,2015/07/18,E009604,50.43,06101,,FALSE
0000000001,34200,2015/08/08,E009632,12.02,06101,,FALSE
0000000001,34200,2015/08/08,E009643,13.86,06101,,FALSE
0000000001,34200,2015/08/22,E009678,8.67,06101,,FALSE
0000000001,34200,2015/08/29,E009701,45.97,06101,,FALSE
0000000001,34200,2015/08/29,E009710,45.97,06101,,FALSE
0000000001,34200,2015/10/10,E009819,52.43,06101,,FALSE
0000000001,34200,2015/10/31,E009883,15.59,06101,,FALSE
0000000001,34200,2016/05/14,E010375,40.55,06101,,FALSE
0000000001,34200,2016/08/13,E010716,82.16,00000,,FALSE
0000000001,34200,2016/08/13,E010720,107.48,06101,,FALSE
0000000001,34200,2016/08/27,E010788,33.73,00000,,FALSE
0000000001,34200,2016/10/15,E011013,62.14,06101,,FALSE
0000000001,34200,2017/01/28,E011322,39.66,06101,,FALSE
0000000001,34200,2017/04/15,E011461,6.01,06101,,FALSE
0000000001,34200,2017/04/22,E011478,12.94,06101,,FALSE
0000000001,34200,2017/10/28,E012133,23.44,06101,,FALSE
0000000001,34200,2018/05/05,E012773,46.86,06101,,FALSE
0000000001,34200,2018/08/25,E013217,13.93,06101,,FALSE
0000000001,34200,2018/09/01,E013249,85.98,06101,,FALSE
0000000001,34200,2018/09/01,E013273,29.50,06101,,FALSE
0000000001,34200,2018/10/20,E013499,7.63,06101,,FALSE
0000000001,34200,2018/10/20,E013501,11.36,06101,,FALSE
0000000001,34200,2018/12/01,E013727,18.81,06101,,FALSE
0000000001,34200,2019/02/16,E014039,11.89,06101,,FALSE
0000000001,34200,2021/11/06,E017656,62.26,06101,,FALSE
0000000001,34200,2021/11/06,E017658,65.77,06101,,FALSE
0000000001,34200,2023/06/24,E019984,15.70,06101,,FALSE
0000000001,34200,2023/08/12,E020150,267.38,06101,,FALSE
0000000001,34200,2023/08/12,E020152,234.21,06101,,FALSE
0000000001,34200,2023/08/12,E020153,113.87,06101,,FALSE
0000000001,34200,2023/08/12,E020171,186.77,06101,,FALSE
0000000001,34200,2023/09/02,E020238,7.53,06101,,FALSE
0000000001,34300,2003/05/03,E000115,12.22,06101,,FALSE
0000000001,34300,2003/07/12,E000205,17.02,06101,,FALSE
0000000001,34300,2003/10/04,E000282,6.27,06101,,FALSE
0000000001,34300,2005/05/07,E000991,5.78,06101,,FALSE
0000000001,34300,2006/11/11,E001753,27.24,06101,,FALSE
0000000001,34300,2009/10/03,E003397,41.80,00000,,FALSE
0000000001,34300,2009/10/03,E003408,29.26,00000,,FALSE
0000000001,34300,2009/10/17,E003438,20.90,06101,,FALSE
0000000001,34300,2009/10/31,E003472,14.96,06101,,FALSE
0000000001,34300,2010/05/01,E003789,7.52,06101,,FALSE
0000000001,34300,2010/05/15,E003814,24.20,06101,,FALSE
0000000001,34300,2010/06/26,E003899,16.72,06101,,FALSE
0000000001,34300,2010/09/25,E004091,8.07,06101,,FALSE
0000000001,34300,2011/04/02,E004727,5.13,00000,,FALSE
0000000001,34300,2011/12/03,E005498,5.91,06101,,FALSE
0000000001,34300,2012/05/19,E005927,3.79,00000,,FALSE
0000000001,34300,2012/05/19,E005928,8.94,06101,,FALSE
0000000001,34300,2012/09/15,E006367,71.15,06101,,FALSE
0000000001,34300,2013/08/24,E007469,21.65,06101,,FALSE
0000000001,34300,2013/10/05,E007627,8.20,06101,,FALSE
0000000001,34300,2013/10/12,E007671,11.96,06101,,FALSE
0000000001,34300,2013/10/12,E007674,20.51,06101,,FALSE
0000000001,34300,2013/11/23,E007867,6.84,06101,,FALSE
0000000001,34300,2013/11/30,E007886,44.55,06101,,FALSE
0000000001,34300,2013/11/30,E007905,30.09,06101,,FALSE
0000000001,34300,2013/12/14,E007967,13.67,06101,,FALSE
0000000001,34300,2013/12/21,E007985,3.13,06101,,FALSE
0000000001,34300,2014/01/11,E008022,22.79,06101,,FALSE
0000000001,34300,2014/01/11,E008030,13.58,06101,,FALSE
0000000001,34300,2014/05/03,E008329,6.25,06101,,FALSE
0000000001,34300,2014/11/08,E008841,27.82,06101,,FALSE
0000000001,34300,2015/08/08,E009632,4.05,06101,,FALSE
0000000001,34300,2015/08/08,E009643,4.77,06101,,FALSE
0000000001,34300,2015/08/29,E009701,16.21,06101,,FALSE
0000000001,34300,2015/08/29,E009710,16.21,06101,,FALSE
0000000001,34300,2015/10/10,E009819,18.95,06101,,FALSE
0000000001,34300,2015/10/31,E009883,4.29,06101,,FALSE
0000000001,34300,2016/05/14,E010375,14.63,06101,,FALSE
0000000001,34300,2016/08/13,E010716,23.41,00000,,FALSE
0000000001,34300,2016/08/13,E010720,39.01,06101,,FALSE
0000000001,34300,2016/08/27,E010788,12.19,00000,,FALSE
0000000001,34300,2016/10/15,E011013,21.94,06101,,FALSE
0000000001,34300,2017/01/28,E011322,14.63,06101,,FALSE
0000000001,34300,2017/04/22,E011478,4.43,06101,,FALSE
0000000001,34300,2018/05/05,E012773,17.79,06101,,FALSE
0000000001,34300,2018/09/01,E013249,33.04,06101,,FALSE
0000000001,34300,2018/09/01,E013273,11.44,06101,,FALSE
0000000001,34300,2018/12/01,E013727,10.11,06101,,FALSE
0000000001,34300,2021/11/06,E017656,24.20,06101,,FALSE
0000000001,34300,2021/11/06,E017658,24.35,06101,,FALSE
0000000001,34300,2023/06/24,E019984,5.63,06101,,FALSE
0000000001,34300,2023/08/12,E020150,98.60,06101,,FALSE
0000000001,34300,2023/08/12,E020152,86.83,06101,,FALSE
0000000001,34300,2023/08/12,E020153,42.26,06101,,FALSE
0000000001,34300,2023/08/12,E020171,54.08,06101,,FALSE
0000000001,34300,2023/09/02,E020238,2.80,06101,,FALSE
0000000001,34400,2003/05/03,E000115,3.26,06101,,FALSE
0000000001,34400,2003/07/12,E000205,3.63,06101,,FALSE
0000000001,34400,2003/10/04,E000282,1.19,06101,,FALSE
0000000001,34400,2005/05/07,E000991,1.31,06101,,FALSE
0000000001,34400,2006/11/11,E001753,5.23,06101,,FALSE
0000000001,34400,2009/10/03,E003397,6.88,00000,,FALSE
0000000001,34400,2009/10/03,E003408,4.82,00000,,FALSE
0000000001,34400,2009/10/17,E003438,3.44,06101,,FALSE
0000000001,34400,2009/10/31,E003472,2.80,06101,,FALSE
0000000001,34400,2010/05/01,E003789,1.74,06101,,FALSE
0000000001,34400,2010/05/15,E003814,4.15,06101,,FALSE
0000000001,34400,2010/06/26,E003899,2.75,06101,,FALSE
0000000001,34400,2010/09/25,E004091,1.42,06101,,FALSE
0000000001,34400,2011/04/02,E004727,1.18,00000,,FALSE
0000000001,34400,2011/12/03,E005498,1.16,06101,,FALSE
0000000001,34400,2012/05/19,E005927,0.89,00000,,FALSE
0000000001,34400,2012/05/19,E005928,1.47,06101,,FALSE
0000000001,34400,2012/09/15,E006367,11.98,06101,,FALSE
0000000001,34400,2013/08/24,E007469,3.52,06101,,FALSE
0000000001,34400,2013/10/05,E007627,1.47,06101,,FALSE
0000000001,34400,2013/10/12,E007671,2.45,06101,,FALSE
0000000001,34400,2013/10/12,E007674,3.34,06101,,FALSE
0000000001,34400,2013/11/23,E007867,1.11,06101,,FALSE
0000000001,34400,2013/11/30,E007886,8.01,06101,,FALSE
0000000001,34400,2013/11/30,E007905,6.84,06101,,FALSE
0000000001,34400,2013/12/14,E007967,2.22,06101,,FALSE
0000000001,34400,2013/12/21,E007985,0.56,06101,,FALSE
0000000001,34400,2014/01/11,E008022,3.71,06101,,FALSE
0000000001,34400,2014/01/11,E008030,2.22,06101,,FALSE
0000000001,34400,2014/05/03,E008329,1.11,06101,,FALSE
0000000001,34400,2014/11/08,E008841,4.43,06101,,FALSE
0000000001,34400,2015/08/08,E009632,0.67,06101,,FALSE
0000000001,34400,2015/08/08,E009643,0.71,06101,,FALSE
0000000001,34400,2015/08/29,E009701,2.68,06101,,FALSE
0000000001,34400,2015/08/29,E009710,2.68,06101,,FALSE
0000000001,34400,2015/10/10,E009819,2.81,06101,,FALSE
0000000001,34400,2015/10/31,E009883,0.89,06101,,FALSE
0000000001,34400,2016/05/14,E010375,2.17,06101,,FALSE
0000000001,34400,2016/08/13,E010716,4.76,00000,,FALSE
0000000001,34400,2016/08/13,E010720,5.77,06101,,FALSE
0000000001,34400,2016/08/27,E010788,1.81,00000,,FALSE
0000000001,34400,2016/10/15,E011013,3.26,06101,,FALSE
0000000001,34400,2017/01/28,E011322,2.16,06101,,FALSE
0000000001,34400,2017/04/22,E011478,0.72,06101,,FALSE
0000000001,34400,2018/05/05,E012773,2.58,06101,,FALSE
0000000001,34400,2018/09/01,E013249,4.79,06101,,FALSE
0000000001,34400,2018/09/01,E013273,1.66,06101,,FALSE
0000000001,34400,2018/12/01,E013727,1.47,06101,,FALSE
0000000001,34400,2021/11/06,E017656,3.79,06101,,FALSE
0000000001,34400,2021/11/06,E017658,3.79,06101,,FALSE
0000000001,34400,2023/06/24,E019984,0.87,06101,,FALSE
0000000001,34400,2023/08/12,E020150,15.20,06101,,FALSE
0000000001,34400,2023/08/12,E020152,13.18,06101,,FALSE
0000000001,34400,2023/08/12,E020153,6.51,06101,,FALSE
0000000001,34400,2023/08/12,E020171,11.55,06101,,FALSE
0000000001,34400,2023/09/02,E020238,0.43,06101,,FALSE
0000000001,34405,2003/10/04,E000282,0.78,06101,,FALSE
0000000001,34405,2005/05/07,E000991,0.77,06101,,FALSE
0000000001,34405,2006/11/11,E001753,3.16,06101,,FALSE
