Numéro du projet,Numéro du compte de G/L,Date de la transaction,Numéro séquentiel de la transaction,Montant réparti,Code d'activité,No identification unique,Transaction de facturation (T/F)
0000010037,34200,2010/06/26,E003906,155.73,06101,,FALSE
0000010037,34200,2010/07/03,E003917,341.77,06101,,FALSE
0000010037,34200,2010/07/03,E003919,405.06,06101,,FALSE
0000010037,34200,2010/07/03,E003921,293.64,06101,,FALSE
0000010037,34200,2010/07/10,E003927,400.01,06101,,FALSE
0000010037,34200,2010/07/10,E003931,431.37,06101,,FALSE
0000010037,34200,2010/07/10,E003933,347.50,06101,,FALSE
0000010037,34200,2010/07/10,E003935,256.82,06101,,FALSE
0000010037,34200,2010/07/17,E003950,443.99,06101,,FALSE
0000010037,34200,2010/07/17,E003954,346.13,06101,,FALSE
0000010037,34200,2010/07/17,E003956,467.57,06101,,FALSE
0000010037,34200,2010/07/17,E003958,366.89,06101,,FALSE
0000010037,34200,2010/08/07,E003969,103.28,06101,,FALSE
0000010037,34200,2010/08/07,E003971,479.30,06101,,FALSE
0000010037,34200,2010/08/07,E003974,419.39,06101,,FALSE
0000010037,34200,2010/08/07,E003976,479.30,06101,,FALSE
0000010037,34200,2010/08/14,E003994,479.30,06101,,FALSE
0000010037,34200,2010/08/14,E003996,329.52,06101,,FALSE
0000010037,34200,2010/08/14,E003998,479.30,06101,,FALSE
0000010037,34200,2010/08/21,E004012,356.07,06101,,FALSE
0000010037,34200,2010/08/21,E004015,287.58,06101,,FALSE
0000010037,34200,2010/08/21,E004017,479.30,06101,,FALSE
0000010037,34200,2010/08/28,E004030,406.30,06101,,FALSE
0000010037,34200,2010/08/28,E004032,91.72,06101,,FALSE
0000010037,34200,2010/08/28,E004034,359.47,06101,,FALSE
0000010037,34200,2010/08/28,E004036,479.30,06101,,FALSE
0000010037,34200,2010/09/04,E004049,445.37,06101,,FALSE
0000010037,34200,2010/09/04,E004051,366.89,06101,,FALSE
0000010037,34200,2010/09/04,E004052,455.34,06101,,FALSE
0000010037,34200,2010/09/04,E004054,479.30,06101,,FALSE
0000010037,34200,2010/09/11,E004064,355.62,06101,,FALSE
0000010037,34200,2010/09/11,E004065,292.85,06101,,FALSE
0000010037,34200,2010/09/11,E004066,404.71,06101,,FALSE
0000010037,34200,2010/09/11,E004068,404.71,06101,,FALSE
0000010037,34200,2010/09/18,E004077,445.37,06101,,FALSE
0000010037,34200,2010/09/18,E004078,366.89,06101,,FALSE
0000010037,34200,2010/09/18,E004080,479.30,06101,,FALSE
0000010037,34200,2010/09/18,E004082,479.30,06101,,FALSE
0000010037,34200,2010/09/25,E004095,445.37,06101,,FALSE
0000010037,34200,2010/09/25,E004097,366.89,06101,,FALSE
0000010037,34200,2010/09/25,E004099,479.30,06101,,FALSE
0000010037,34200,2010/09/25,E004101,479.30,06101,,FALSE
0000010037,34200,2010/10/02,E004115,131.69,06101,,FALSE
0000010037,34200,2010/10/02,E004118,374.66,06101,,FALSE
0000010037,34200,2010/10/02,E004120,139.89,06101,,FALSE
0000010037,34200,2010/10/02,E004132,486.60,06101,,FALSE
0000010037,34200,2010/10/09,E004140,224.81,06101,,FALSE
0000010037,34200,2010/10/09,E004145,291.97,06101,,FALSE
0000010037,34200,2010/10/16,E004162,149.53,06101,,FALSE
0000010037,34200,2010/10/16,E004167,147.54,06101,,FALSE
0000010037,34200,2010/10/23,E004194,85.16,06101,,FALSE
0000010037,34200,2010/11/06,E004251,67.99,06101,,FALSE
0000010037,34200,2010/11/27,E004335,42.09,06101,,FALSE
0000010037,34200,2010/12/04,E004348,110.30,06101,,FALSE
0000010037,34200,2010/12/04,E004354,111.38,06101,,FALSE
0000010037,34200,2010/12/04,E004359,42.12,06101,,FALSE
0000010037,34200,2010/12/11,E004372,56.33,06101,,FALSE
0000010037,34200,2011/01/08,E004426,32.78,06101,,FALSE
0000010037,34200,2011/01/22,E004491,100.63,06101,,FALSE
0000010037,34200,2011/01/22,E004496,98.82,06101,,FALSE
0000010037,34200,2011/06/04,E004872,12.30,06101,,FALSE
0000010037,34300,2010/06/12,E003873,75.23,06101,,FALSE
0000010037,34300,2010/06/12,E003878,25.08,06101,,FALSE
0000010037,34300,2010/06/19,E003893,134.79,06101,,FALSE
0000010037,34300,2010/06/19,E003896,58.51,06101,,FALSE
0000010037,34300,2010/06/26,E003902,121.21,06101,,FALSE
0000010037,34300,2010/06/26,E003904,71.05,06101,,FALSE
0000010037,34300,2010/06/26,E003906,42.63,06101,,FALSE
0000010037,34300,2010/07/03,E003917,112.85,06101,,FALSE
0000010037,34300,2010/07/03,E003919,133.74,06101,,FALSE
0000010037,34300,2010/07/03,E003921,80.25,06101,,FALSE
0000010037,34300,2010/07/10,E003927,136.88,06101,,FALSE
0000010037,34300,2010/07/10,E003931,150.46,06101,,FALSE
0000010037,34300,2010/07/10,E003933,121.21,06101,,FALSE
0000010037,34300,2010/07/10,E003935,70.22,06101,,FALSE
0000010037,34300,2010/07/17,E003950,153.60,06101,,FALSE
0000010037,34300,2010/07/17,E003954,115.52,06101,,FALSE
0000010037,34300,2010/07/17,E003956,154.02,06101,,FALSE
0000010037,34300,2010/07/17,E003958,100.31,06101,,FALSE
0000010037,34300,2010/08/07,E003969,35.53,06101,,FALSE
0000010037,34300,2010/08/07,E003971,167.18,06101,,FALSE
0000010037,34300,2010/08/07,E003974,146.28,06101,,FALSE
0000010037,34300,2010/08/07,E003976,167.18,06101,,FALSE
0000010037,34300,2010/08/14,E003994,167.18,06101,,FALSE
0000010037,34300,2010/08/14,E003996,114.94,06101,,FALSE
0000010037,34300,2010/08/14,E003998,167.18,06101,,FALSE
0000010037,34300,2010/08/21,E004012,103.42,06101,,FALSE
0000010037,34300,2010/08/21,E004015,100.31,06101,,FALSE
0000010037,34300,2010/08/21,E004017,167.18,06101,,FALSE
0000010037,34300,2010/08/28,E004030,117.96,06101,,FALSE
0000010037,34300,2010/08/28,E004032,25.08,06101,,FALSE
0000010037,34300,2010/08/28,E004034,125.39,06101,,FALSE
0000010037,34300,2010/08/28,E004036,167.18,06101,,FALSE
0000010037,34300,2010/09/04,E004049,129.27,06101,,FALSE
0000010037,34300,2010/09/04,E004051,100.31,06101,,FALSE
0000010037,34300,2010/09/04,E004052,158.82,06101,,FALSE
0000010037,34300,2010/09/04,E004054,167.18,06101,,FALSE
0000010037,34300,2010/09/11,E004064,103.42,06101,,FALSE
0000010037,34300,2010/09/11,E004065,80.25,06101,,FALSE
0000010037,34300,2010/09/11,E004066,133.74,06101,,FALSE
0000010037,34300,2010/09/11,E004068,133.74,06101,,FALSE
0000010037,34300,2010/09/18,E004077,129.27,06101,,FALSE
0000010037,34300,2010/09/18,E004078,100.31,06101,,FALSE
0000010037,34300,2010/09/18,E004080,167.18,06101,,FALSE
0000010037,34300,2010/09/18,E004082,167.18,06101,,FALSE
0000010037,34300,2010/09/25,E004095,129.27,06101,,FALSE
0000010037,34300,2010/09/25,E004097,100.31,06101,,FALSE
0000010037,34300,2010/09/25,E004099,167.18,06101,,FALSE
0000010037,34300,2010/09/25,E004101,167.18,06101,,FALSE
0000010037,34300,2010/10/02,E004115,37.99,06101,,FALSE
0000010037,34300,2010/10/02,E004118,102.54,06101,,FALSE
0000010037,34300,2010/10/02,E004120,49.13,06101,,FALSE
0000010037,34300,2010/10/02,E004132,170.87,06101,,FALSE
0000010037,34300,2010/10/09,E004140,61.53,06101,,FALSE
0000010037,34300,2010/10/09,E004145,102.52,06101,,FALSE
0000010037,34300,2010/10/16,E004162,41.02,06101,,FALSE
0000010037,34300,2010/10/16,E004167,49.13,06101,,FALSE
0000010037,34300,2010/10/23,E004194,29.90,06101,,FALSE
0000010037,34300,2010/11/06,E004251,23.49,06101,,FALSE
0000010037,34300,2010/11/27,E004335,11.54,06101,,FALSE
0000010037,34300,2010/12/04,E004348,38.45,06101,,FALSE
0000010037,34300,2010/12/04,E004354,38.45,06101,,FALSE
0000010037,34300,2010/12/04,E004359,11.54,06101,,FALSE
0000010037,34300,2010/12/11,E004372,19.22,06101,,FALSE
0000010037,34300,2011/01/08,E004426,10.68,06101,,FALSE
0000010037,34300,2011/01/22,E004491,34.17,06101,,FALSE
0000010037,34300,2011/01/22,E004496,34.17,06101,,FALSE
0000010037,34400,2010/06/12,E003873,12.38,06101,,FALSE
0000010037,34400,2010/06/12,E003878,4.12,06101,,FALSE
0000010037,34400,2010/06/19,E003893,22.20,06101,,FALSE
0000010037,34400,2010/06/19,E003896,9.63,06101,,FALSE
0000010037,34400,2010/06/26,E003902,19.95,06101,,FALSE
0000010037,34400,2010/06/26,E003904,11.69,06101,,FALSE
0000010037,34400,2010/06/26,E003906,9.84,06101,,FALSE
0000010037,34400,2010/07/03,E003917,18.58,06101,,FALSE
0000010037,34400,2010/07/03,E003919,22.02,06101,,FALSE
0000010037,34400,2010/07/03,E003921,18.53,06101,,FALSE
0000010037,34400,2010/07/10,E003927,22.54,06101,,FALSE
0000010037,34400,2010/07/10,E003931,24.77,06101,,FALSE
0000010037,34400,2010/07/10,E003933,19.95,06101,,FALSE
0000010037,34400,2010/07/10,E003935,16.21,06101,,FALSE
0000010037,34400,2010/07/17,E003950,25.29,06101,,FALSE
0000010037,34400,2010/07/17,E003954,21.20,06101,,FALSE
0000010037,34400,2010/07/17,E003956,28.26,06101,,FALSE
0000010037,34400,2010/07/17,E003958,23.16,06101,,FALSE
0000010037,34400,2010/08/07,E003969,5.85,06101,,FALSE
0000010037,34400,2010/08/07,E003971,27.52,06101,,FALSE
0000010037,34400,2010/08/07,E003974,24.08,06101,,FALSE
0000010037,34400,2010/08/07,E003976,27.52,06101,,FALSE
0000010037,34400,2010/08/14,E003994,27.52,06101,,FALSE
0000010037,34400,2010/08/14,E003996,18.92,06101,,FALSE
0000010037,34400,2010/08/14,E003998,27.52,06101,,FALSE
0000010037,34400,2010/08/21,E004012,20.04,06101,,FALSE
0000010037,34400,2010/08/21,E004015,16.51,06101,,FALSE
0000010037,34400,2010/08/21,E004017,27.52,06101,,FALSE
0000010037,34400,2010/08/28,E004030,22.86,06101,,FALSE
0000010037,34400,2010/08/28,E004032,5.79,06101,,FALSE
0000010037,34400,2010/08/28,E004034,20.64,06101,,FALSE
0000010037,34400,2010/08/28,E004036,27.52,06101,,FALSE
0000010037,34400,2010/09/04,E004049,25.05,06101,,FALSE
0000010037,34400,2010/09/04,E004051,23.16,06101,,FALSE
0000010037,34400,2010/09/04,E004052,26.14,06101,,FALSE
0000010037,34400,2010/09/04,E004054,27.52,06101,,FALSE
0000010037,34400,2010/09/11,E004064,20.36,06101,,FALSE
0000010037,34400,2010/09/11,E004065,18.85,06101,,FALSE
0000010037,34400,2010/09/11,E004066,22.34,06101,,FALSE
0000010037,34400,2010/09/11,E004068,22.34,06101,,FALSE
0000010037,34400,2010/09/18,E004077,25.45,06101,,FALSE
0000010037,34400,2010/09/18,E004078,23.56,06101,,FALSE
0000010037,34400,2010/09/18,E004080,27.92,06101,,FALSE
0000010037,34400,2010/09/18,E004082,27.92,06101,,FALSE
0000010037,34400,2010/09/25,E004095,25.45,06101,,FALSE
0000010037,34400,2010/09/25,E004097,23.56,06101,,FALSE
0000010037,34400,2010/09/25,E004099,27.92,06101,,FALSE
0000010037,34400,2010/09/25,E004101,27.92,06101,,FALSE
0000010037,34400,2010/10/02,E004115,7.53,06101,,FALSE
0000010037,34400,2010/10/02,E004118,23.71,06101,,FALSE
0000010037,34400,2010/10/02,E004120,8.10,06101,,FALSE
0000010037,34400,2010/10/02,E004132,28.16,06101,,FALSE
0000010037,34400,2010/10/09,E004140,14.22,06101,,FALSE
0000010037,34400,2010/10/09,E004145,16.89,06101,,FALSE
0000010037,34400,2010/10/16,E004162,9.48,06101,,FALSE
0000010037,34400,2010/10/16,E004167,8.10,06101,,FALSE
0000010037,34400,2010/10/23,E004194,4.93,06101,,FALSE
0000010037,34400,2010/11/06,E004251,3.88,06101,,FALSE
0000010037,34400,2010/11/27,E004335,2.67,06101,,FALSE
0000010037,34400,2010/12/04,E004348,6.34,06101,,FALSE
0000010037,34400,2010/12/04,E004354,6.34,06101,,FALSE
0000010037,34400,2010/12/04,E004359,2.67,06101,,FALSE
0000010037,34400,2010/12/11,E004372,3.17,06101,,FALSE
0000010037,34400,2011/01/08,E004426,1.76,06101,,FALSE
0000010037,34400,2011/01/22,E004491,5.63,06101,,FALSE
0000010037,34400,2011/01/22,E004496,5.63,06101,,FALSE
0000010037,34405,2010/06/12,E003873,9.57,06101,,FALSE
0000010037,34405,2010/06/12,E003878,3.19,06101,,FALSE
0000010037,34405,2010/06/19,E003893,17.14,06101,,FALSE
0000010037,34405,2010/06/19,E003896,7.44,06101,,FALSE
0000010037,34405,2010/06/26,E003902,15.42,06101,,FALSE
0000010037,34405,2010/06/26,E003904,9.04,06101,,FALSE
0000010037,34405,2010/06/26,E003906,9.04,06101,,FALSE
0000010037,34405,2010/07/03,E003917,14.35,06101,,FALSE
0000010037,34405,2010/07/03,E003919,17.01,06101,,FALSE
0000010037,34405,2010/07/03,E003921,17.01,06101,,FALSE
0000010037,34405,2010/07/10,E003927,17.41,06101,,FALSE
0000010037,34405,2010/07/10,E003931,19.13,06101,,FALSE
0000010037,34405,2010/07/10,E003933,15.42,06101,,FALSE
0000010037,34405,2010/07/10,E003935,14.89,06101,,FALSE
0000010037,34405,2010/07/17,E003950,19.53,06101,,FALSE
0000010037,34405,2010/07/17,E003954,15.94,06101,,FALSE
0000010037,34405,2010/07/17,E003956,21.27,06101,,FALSE
0000010037,34405,2010/07/17,E003958,21.27,06101,,FALSE
0000010037,34405,2010/08/07,E003969,4.51,06101,,FALSE
0000010037,34405,2010/08/07,E003971,21.27,06101,,FALSE
0000010037,34405,2010/08/07,E003974,18.61,06101,,FALSE
0000010037,34405,2010/08/07,E003976,21.27,06101,,FALSE
0000010037,34405,2010/08/14,E003994,21.27,06101,,FALSE
0000010037,34405,2010/08/14,E003996,14.62,06101,,FALSE
0000010037,34405,2010/08/14,E003998,21.27,06101,,FALSE
0000010037,34405,2010/08/21,E004012,12.75,06101,,FALSE
0000010037,34405,2010/08/21,E004015,12.75,06101,,FALSE
0000010037,34405,2010/08/21,E004017,21.27,06101,,FALSE
0000010037,34405,2010/08/28,E004030,14.55,06101,,FALSE
0000010037,34405,2010/08/28,E004032,5.31,06101,,FALSE
0000010037,34405,2010/08/28,E004034,15.94,06101,,FALSE
0000010037,34405,2010/08/28,E004036,21.27,06101,,FALSE
0000010037,34405,2010/09/04,E004049,15.94,06101,,FALSE
0000010037,34405,2010/09/04,E004051,21.27,06101,,FALSE
0000010037,34405,2010/09/04,E004052,20.20,06101,,FALSE
0000010037,34405,2010/09/04,E004054,21.27,06101,,FALSE
0000010037,34405,2010/09/11,E004064,12.75,06101,,FALSE
0000010037,34405,2010/09/11,E004065,17.01,06101,,FALSE
0000010037,34405,2010/09/11,E004066,17.01,06101,,FALSE
0000010037,34405,2010/09/11,E004068,17.01,06101,,FALSE
0000010037,34405,2010/09/18,E004077,15.94,06101,,FALSE
0000010037,34405,2010/09/18,E004078,21.27,06101,,FALSE
0000010037,34405,2010/09/18,E004080,21.27,06101,,FALSE
0000010037,34405,2010/09/18,E004082,21.27,06101,,FALSE
0000010037,34405,2010/09/25,E004095,15.94,06101,,FALSE
0000010037,34405,2010/09/25,E004097,21.27,06101,,FALSE
0000010037,34405,2010/09/25,E004099,21.27,06101,,FALSE
0000010037,34405,2010/09/25,E004101,21.27,06101,,FALSE
0000010037,34405,2010/10/02,E004115,4.58,06101,,FALSE
0000010037,34405,2010/10/02,E004118,21.27,06101,,FALSE
0000010037,34405,2010/10/02,E004120,6.11,06101,,FALSE
0000010037,34405,2010/10/02,E004132,21.27,06101,,FALSE
0000010037,34405,2010/10/09,E004140,12.75,06101,,FALSE
0000010037,34405,2010/10/09,E004145,12.75,06101,,FALSE
0000010037,34405,2010/10/16,E004162,8.50,06101,,FALSE
0000010037,34405,2010/10/16,E004167,6.11,06101,,FALSE
0000010037,34405,2010/10/23,E004194,3.72,06101,,FALSE
0000010037,34405,2010/11/06,E004251,2.92,06101,,FALSE
0000010037,34405,2010/11/27,E004335,2.39,06101,,FALSE
0000010037,34405,2010/12/04,E004348,4.78,06101,,FALSE
0000010037,34405,2010/12/04,E004354,4.78,06101,,FALSE
0000010037,34405,2010/12/04,E004359,2.39,06101,,FALSE
0000010037,34405,2010/12/11,E004372,2.39,06101,,FALSE
0000010037,34405,2011/01/08,E004426,1.32,06101,,FALSE
0000010037,34405,2011/01/22,E004491,4.21,06101,,FALSE
0000010037,34405,2011/01/22,E004496,4.21,06101,,FALSE
0000010037,42122,2010/10/04,B013432,15.59,00400,,FALSE
0000010037,42125,2010/06/21,B012713,47.74,00400,,FALSE
0000010037,42125,2010/06/28,B012751,57.25,00400,,FALSE
0000010037,42125,2010/07/05,B012789,54.92,00400,,FALSE
0000010037,42125,2010/08/11,B013027,48.34,00400,,FALSE
0000010037,42125,2010/09/03,B013225,51.38,00400,,FALSE
0000010037,42125,2010/09/14,B013271,96.64,00400,,FALSE
0000010037,42125,2010/09/27,B013376,94.80,00400,,FALSE
0000010037,42125,2010/10/04,B013432,112.51,00400,,FALSE
0000010038,31100,2010/06/25,R001286,314.62,00000,,TRUE
0000010038,31200,2010/06/25,R001286,2570.00,00000,,TRUE
0000010038,33200,2010/06/21,P016571,69.89,25001,,FALSE
0000010038,33200,2010/06/25,P016610,-10.89,06100,,FALSE
0000010038,33200,2010/06/17,P016612,35.64,06100,,FALSE
0000010038,33200,2010/06/17,P016627,79.44,06100,,FALSE
0000010038,33200,2010/06/18,P016628,-33.44,06100,,FALSE
0000010038,33600,2010/06/21,P016571,1.05,00000,,FALSE
0000010038,33600,2010/07/09,P016610-02,-0.22,00000,,FALSE
0000010038,33600,2010/07/09,P016612-02,0.71,00000,,FALSE
0000010038,33600,2010/06/17,P016627,1.19,00000,,FALSE
0000010038,33600,2010/06/18,P016628,-0.50,00000,,FALSE
0000010038,34100,2010/06/19,E003888,38.58,06101,,FALSE
0000010038,34100,2010/06/26,E003899,369.73,06101,,FALSE
0000010038,34200,2010/06/19,E003888,18.39,06101,,FALSE
0000010038,34200,2010/06/26,E003899,146.40,06101,,FALSE
0000010038,34300,2010/06/19,E003888,5.02,06101,,FALSE
0000010038,34300,2010/06/26,E003899,48.06,06101,,FALSE
0000010038,34400,2010/06/19,E003888,1.16,06101,,FALSE
0000010038,34400,2010/06/26,E003899,7.91,06101,,FALSE
0000010038,34405,2010/06/19,E003888,1.07,06101,,FALSE
0000010038,34405,2010/06/26,E003899,6.11,06101,,FALSE
0000010039,31200,2010/06/23,R001283,6171.00,00000,,TRUE
0000010039,33200,2010/06/25,P016664,8.05,06100,,FALSE
0000010039,33500,2010/07/02,P016632,1907.50,06101,,FALSE
0000010039,34100,2010/07/03,E003911,851.72,06101,,FALSE
0000010039,34100,2010/07/03,E003918,837.92,06101,,FALSE
0000010039,34200,2010/07/03,E003911,162.61,06101,,FALSE
0000010039,34200,2010/07/03,E003918,159.85,06101,,FALSE
0000010040,31200,2010/08/01,R001314,17275.75,00000,,TRUE
0000010040,33200,2010/08/13,B013075,3543.74,06100,,FALSE
0000010040,33200,2010/06/23,P016579,107.56,06100,,FALSE
0000010040,33200,2010/07/05,P016672,39.60,06100,,FALSE
0000010040,33500,2010/07/02,P016632,105.00,06101,,FALSE
0000010040,33500,2010/08/01,P016926,7375.00,09640,,FALSE
0000010040,33500,2010/08/11,P017344,668.00,09310,,FALSE
0000010040,33600,2010/06/23,P016579,1.61,00000,,FALSE
0000010040,34100,2010/06/26,E003899,85.20,06101,,FALSE
0000010040,34100,2010/07/10,E003924,155.17,06101,,FALSE
0000010040,34200,2010/06/26,E003899,16.30,06101,,FALSE
0000010040,34200,2010/07/10,E003924,27.28,06101,,FALSE
0000010041,31100,2010/07/31,R001316,494.64,00400,,FALSE
0000010041,31100,2010/07/31,R001316,8736.00,00401,,FALSE
0000010041,31100,2010/07/31,R001316,1710.75,02070,,FALSE
0000010041,31100,2010/07/31,R001316,2334.76,03110,,FALSE
0000010041,31100,2010/07/31,R001316,13391.69,04050,,FALSE
0000010041,31100,2010/08/31,R001330,494.64,00400,,FALSE
0000010041,31100,2010/08/31,R001330,1710.75,02070,,FALSE
0000010041,31100,2010/08/31,R001330,14994.62,02630,,FALSE
0000010041,31100,2010/08/31,R001330,4170.07,03100,,FALSE
0000010041,31100,2010/08/31,R001330,21012.88,03110,,FALSE
0000010041,31100,2010/08/31,R001330,8927.79,04050,,FALSE
0000010041,31100,2010/08/31,R001330,1847.72,06100,,FALSE
0000010041,31100,2010/08/31,R001330,4350.89,07220,,FALSE
0000010041,31100,2010/08/31,R001330,5011.99,07610,,FALSE
0000010041,31100,2010/08/31,R001330,4790.49,09910,,FALSE
0000010041,31100,2010/08/31,R001330,363.89,16000,,FALSE
0000010041,31100,2010/09/30,R001363,8903.49,00400,,FALSE
0000010041,31100,2010/09/30,R001363,8553.76,02070,,FALSE
0000010041,31100,2010/09/30,R001363,7497.31,02630,,FALSE
0000010041,31100,2010/09/30,R001363,12510.21,03100,,FALSE
0000010041,31100,2010/09/30,R001363,11159.74,04050,,FALSE
0000010041,31100,2010/09/30,R001363,923.86,06100,,FALSE
0000010041,31100,2010/09/30,R001363,53010.73,06400,,FALSE
0000010041,31100,2010/09/30,R001363,1582.14,08120,,FALSE
0000010041,31100,2010/09/30,R001363,36870.64,08500,,FALSE
0000010041,31100,2010/09/30,R001363,9594.55,09600,,FALSE
0000010041,31100,2010/09/30,R001363,9580.99,09910,,FALSE
0000010041,31100,2010/09/30,R001363,10479.42,15001,,FALSE
0000010041,31100,2010/09/30,R001363,37570.46,15401,,FALSE
0000010041,31100,2010/09/30,R001363,5822.27,16000,,FALSE
0000010041,31100,2010/09/30,R001363,287.50,25003,,FALSE
0000010041,31100,2010/09/30,R001363,3213.63,25004,,FALSE
0000010041,31100,2010/10/31,R001369,3421.50,02070,,FALSE
0000010041,31100,2010/10/31,R001369,8340.14,03100,,FALSE
0000010041,31100,2010/10/31,R001369,554.31,06100,,FALSE
0000010041,31100,2010/10/31,R001369,5890.07,06400,,FALSE
0000010041,31100,2010/10/31,R001369,45107.94,07610,,FALSE
0000010041,31100,2010/10/31,R001369,678.06,07760,,FALSE
0000010041,31100,2010/10/31,R001369,14239.26,08120,,FALSE
0000010041,31100,2010/10/31,R001369,11707.84,08210,,FALSE
0000010041,31100,2010/10/31,R001369,55305.97,08500,,FALSE
0000010041,31100,2010/10/31,R001369,22387.28,09600,,FALSE
0000010041,31100,2010/10/31,R001369,9580.99,09910,,FALSE
0000010041,31100,2010/10/31,R001369,1977.39,15401,,FALSE
0000010041,31100,2010/10/31,R001369,1091.68,16000,,FALSE
0000010041,31100,2010/10/31,R001369,862.50,25002,,FALSE
0000010041,31100,2010/10/31,R001369,-3900.00,25009,,FALSE
0000010041,31100,2010/10/31,R001369,899.25,25010,,FALSE
0000010041,31100,2010/11/30,R001404,2499.10,02630,,FALSE
0000010041,31100,2010/11/30,R001404,16680.27,03100,,FALSE
0000010041,31100,2010/11/30,R001404,11159.73,04050,,FALSE
0000010041,31100,2010/11/30,R001404,45757.24,05500,,FALSE
0000010041,31100,2010/11/30,R001404,369.54,06100,,FALSE
0000010041,31100,2010/11/30,R001404,50119.94,07610,,FALSE
0000010041,31100,2010/11/30,R001404,6102.54,07760,,FALSE
0000010041,31100,2010/11/30,R001404,6668.72,15001,,FALSE
0000010041,31100,2010/11/30,R001404,357.00,25006,,FALSE
0000010041,31100,2010/11/30,R001404,166.42,25012,,FALSE
0000010041,31100,2010/11/30,R001404,-152.50,25015,,FALSE
0000010041,31100,2010/11/30,R001404,8936.44,25025,,FALSE
0000010041,31100,2010/12/31,R001438,1710.74,02070,,FALSE
0000010041,31100,2010/12/31,R001438,45757.24,05500,,FALSE
0000010041,31100,2010/12/31,R001438,1905.35,15001,,FALSE
0000010041,31100,2010/12/31,R001438,1760.00,25018,,FALSE
0000010041,31100,2010/12/31,R001438,1760.00,25019,,FALSE
0000010041,31100,2010/12/31,R001438,1606.07,25025,,FALSE
0000010041,31100,2011/01/01,R001444,2200.00,25020,,FALSE
0000010041,31200,2010/12/17,R001442,2200.00,00000,,FALSE
0000010041,31200,2010/12/17,R001443,-2200.00,00000,,FALSE
0000010041,33200,2010/10/12,B013470,17.12,06100,,FALSE
0000010041,33200,2010/06/29,P016696,8602.00,00400,,FALSE
0000010041,33200,2010/07/06,P016748,811.03,06100,,FALSE
0000010041,33200,2010/07/08,P016751,16.39,06100,,FALSE
0000010041,33200,2010/07/06,P016752,129.95,06100,,FALSE
0000010041,33200,2010/07/08,P016753,54.97,06100,,FALSE
0000010041,33200,2010/07/08,P016755,12.87,06100,,FALSE
0000010041,33200,2010/07/08,P016756,130.08,03100,,FALSE
0000010041,33200,2010/07/08,P016757,54.94,03100,,FALSE
0000010041,33200,2010/07/14,P016824,217.00,03110,,FALSE
0000010041,33200,2010/07/09,P016825,344.00,03110,,FALSE
0000010041,33200,2010/07/13,P016826,435.00,03110,,FALSE
0000010041,33200,2010/07/16,P016830,67.44,06100,,FALSE
0000010041,33200,2010/07/16,P016831,31.37,06100,,FALSE
0000010041,33200,2010/07/14,P016833,46.06,06100,,FALSE
0000010041,33200,2010/07/14,P016834,1.27,06100,,FALSE
0000010041,33200,2010/07/06,P016916,140.00,06100,,FALSE
0000010041,33200,2010/08/03,P016918,6.99,06100,,FALSE
0000010041,33200,2010/08/03,P016919,14.29,06100,,FALSE
0000010041,33200,2010/07/19,P016920,4795.00,00400,,FALSE
0000010041,33200,2010/08/06,P016931,17.58,06100,,FALSE
0000010041,33200,2010/08/11,P016953,233.70,06100,,FALSE
0000010041,33200,2010/08/13,P016954,436.68,06100,,FALSE
0000010041,33200,2010/08/10,P016955,57.76,06100,,FALSE
0000010041,33200,2010/08/10,P016956,-7.12,06100,,FALSE
0000010041,33200,2010/08/10,P016957,32.53,06100,,FALSE
0000010041,33200,2010/08/10,P016958,21.69,06100,,FALSE
0000010041,33200,2010/08/17,P017029,156.22,06100,,FALSE
0000010041,33200,2010/08/03,P017054,2033.45,06100,,FALSE
0000010041,33200,2010/08/01,P017095,95.00,00400,,FALSE
0000010041,33200,2010/08/24,P017114,149.65,06100,,FALSE
0000010041,33200,2010/08/23,P017116,34.79,06100,,FALSE
0000010041,33200,2010/08/31,P017183,91.80,08120,,FALSE
0000010041,33200,2010/08/31,P017184,499.10,08120,,FALSE
0000010041,33200,2010/08/24,P017244,389.43,06100,,FALSE
0000010041,33200,2010/08/24,P017245,363.62,06100,,FALSE
0000010041,33200,2010/08/24,P017246,21.66,06100,,FALSE
0000010041,33200,2010/09/01,P017247,980.00,06100,,FALSE
0000010041,33200,2010/08/31,P017248,2299.12,06100,,FALSE
0000010041,33200,2010/08/25,P017282,9.27,06100,,FALSE
0000010041,33200,2010/08/25,P017283,17.08,06100,,FALSE
0000010041,33200,2010/08/25,P017284,30.43,06100,,FALSE
0000010041,33200,2010/08/23,P017285,4.53,06100,,FALSE
0000010041,33200,2010/08/26,P017286,14.98,06100,,FALSE
0000010041,33200,2010/09/08,P017359,9.89,03100,,FALSE
0000010041,33200,2010/09/15,P017364,88.65,06100,,FALSE
0000010041,33200,2010/09/02,P017365,482.76,06100,,FALSE
0000010041,33200,2010/09/07,P017366,2.19,06100,,FALSE
0000010041,33200,2010/09/08,P017367,217.15,06100,,FALSE
0000010041,33200,2010/09/15,P017368,138.77,06100,,FALSE
0000010041,33200,2010/09/01,P017378,516.88,02070,,FALSE
0000010041,33200,2010/09/15,P017380,26352.88,06100,,FALSE
0000010041,33200,2010/09/15,P017381,2684.48,06100,,FALSE
0000010041,33200,2010/09/14,P017387,1079.00,03110,,FALSE
